,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
16490,1083,2020,0752845K,LYCEE PROFESSIONNEL THEOPHILE GAUTIER,PARIS 12,75112,PARIS,PARIS,public,94.0,0752845K2020
16491,1084,2020,0752961L,LYCEE PROFESSIONNEL GUSTAVE EIFFEL,PARIS 07,75107,PARIS,PARIS,public,78.0,0752961L2020
16492,1085,2020,0754476H,LYCEE GUILLAUME TIREL (PROFESSIONNEL),PARIS 14,75114,PARIS,PARIS,public,100.0,0754476H2020
16493,1086,2020,0760022L,LYCEE PROFESSIONNEL BERNARD PALISSY,MAROMME,76410,NORMANDIE,SEINE MARITIME,public,90.0,0760022L2020
16494,1087,2020,0760024N,LYCEE PROFESSIONNEL EMULATION DIEPPOISE,DIEPPE,76217,NORMANDIE,SEINE MARITIME,public,92.0,0760024N2020
16495,1088,2020,0761347B,LYCEE PROFESSIONNEL NOTRE-DAME,ELBEUF,76231,NORMANDIE,SEINE MARITIME,privé sous contrat,96.0,0761347B2020
16496,1089,2020,0762601P,LYCEE GEORGES BRASSENS (PROFESSIONNEL),NEUFCHATEL EN BRAY,76462,NORMANDIE,SEINE MARITIME,public,93.0,0762601P2020
16497,1090,2020,0762964J,LYCEE LE CORBUSIER (PROFESSIONNEL),ST ETIENNE DU ROUVRAY,76575,NORMANDIE,SEINE MARITIME,public,78.0,0762964J2020
16498,1091,2020,0770918E,LYCEE PROFESSIONNEL URUGUAY FRANCE,AVON,77014,CRETEIL,SEINE-ET-MARNE,public,87.0,0770918E2020
16499,1092,2020,0770924L,LYCEE PROFESSIONNEL DE COULOMMIERS,COULOMMIERS,77131,CRETEIL,SEINE-ET-MARNE,public,85.0,0770924L2020
16500,1093,2020,0770940D,LYCEE ETIENNE BEZOUT (PROFESSIONNEL),NEMOURS,77333,CRETEIL,SEINE-ET-MARNE,public,89.0,0770940D2020
16501,1094,2020,0771027Y,LYCEE FREDERIC JOLIOT CURIE (PROFESSIONNEL),DAMMARIE LES LYS,77152,CRETEIL,SEINE-ET-MARNE,public,88.0,0771027Y2020
16502,1095,2020,0771880A,LYCEE PROFESSIONNEL CHARLES BAUDELAIRE,MEAUX,77284,CRETEIL,SEINE-ET-MARNE,public,73.0,0771880A2020
16503,1096,2020,0771995A,LYCEE PROFESSIONNEL LE CHAMP DE CLAYE,CLAYE SOUILLY,77118,CRETEIL,SEINE-ET-MARNE,public,78.0,0771995A2020
16504,1097,2020,0772120L,LYCEE PROFESSIONNEL JEAN MOULIN,TORCY,77468,CRETEIL,SEINE-ET-MARNE,public,92.0,0772120L2020
16505,1098,2020,0772223Y,LYCEE RENE DESCARTES (PROFESSIONNEL),CHAMPS SUR MARNE,77083,CRETEIL,SEINE-ET-MARNE,public,70.0,0772223Y2020
16506,1099,2020,0772244W,LYCEE PROFESSIONNEL ANTONIN CAREME,SAVIGNY LE TEMPLE,77445,CRETEIL,SEINE-ET-MARNE,public,81.0,0772244W2020
16507,1100,2020,0780584L,LYCEE PROFESSIONNEL HENRI MATISSE,TRAPPES,78621,VERSAILLES,YVELINES,public,86.0,0780584L2020
16508,1101,2020,0782557F,LYCEE JEAN-BAPTISTE POQUELIN (PROFESSIONNEL),ST GERMAIN EN LAYE,78551,VERSAILLES,YVELINES,public,87.0,0782557F2020
16509,1102,2020,0782587N,LYCEE VIOLLET-LE-DUC (PROFESSIONNEL),VILLIERS ST FREDERIC,78683,VERSAILLES,YVELINES,public,87.0,0782587N2020
16510,1103,2020,0782593V,LYCEE PROFESSIONNEL JEAN PERRIN,ST CYR L ECOLE,78545,VERSAILLES,YVELINES,public,86.0,0782593V2020
16511,1104,2020,0783533S,LYCEE CAMILLE CLAUDEL (PROFESSIONNEL),MANTES LA VILLE,78362,VERSAILLES,YVELINES,public,82.0,0783533S2020
16512,1105,2020,0790031E,LYCEE DU HAUT VAL DE SEVRE (PROFESSIONNEL),ST MAIXENT L ECOLE,79270,POITIERS,DEUX-SEVRES,public,83.0,0790031E2020
16513,1106,2020,0790078F,LYCEE SAINT ANDRE (PROFESSIONNEL),NIORT,79191,POITIERS,DEUX-SEVRES,privé sous contrat,100.0,0790078F2020
16514,1107,2020,0790090U,LYCEE PROFESSIONNEL LES GRIPPEAUX,PARTHENAY,79202,POITIERS,DEUX-SEVRES,public,93.0,0790090U2020
16515,1108,2020,0800063J,LYCEE PROFESSIONNEL BOUCHER DE PERTHES,ABBEVILLE,80001,AMIENS,SOMME,public,91.0,0800063J2020
16516,1109,2020,0801336T,LYCEE PROFESSIONNEL EDOUARD BRANLY,AMIENS,80021,AMIENS,SOMME,public,79.0,0801336T2020
16517,1110,2020,0801704T,LYCEE PROFESSIONNEL ALFRED MANESSIER,FLIXECOURT,80318,AMIENS,SOMME,public,96.0,0801704T2020
16518,1111,2020,0801882L,LYCEE LA HOTOIE (PROFESSIONNEL),AMIENS,80021,AMIENS,SOMME,public,83.0,0801882L2020
16519,1112,2020,0801946F,LYCEE PROFESSIONNEL LA PROVIDENCE,AMIENS,80021,AMIENS,SOMME,privé sous contrat,95.0,0801946F2020
16520,1113,2020,0801947G,LYCEE PROFESSIONNEL SACRE COEUR,AMIENS,80021,AMIENS,SOMME,privé sous contrat,97.0,0801947G2020
16521,1114,2020,0801951L,LYCEE PROFESSIONNEL SACRE COEUR,PERONNE,80620,AMIENS,SOMME,privé sous contrat,100.0,0801951L2020
16522,1115,2020,0810995S,LYCEE PROFESSIONNEL DOCTEUR CLEMENT DE PEMILLE,GRAULHET,81105,TOULOUSE,TARN,public,92.0,0810995S2020
16523,1116,2020,0830016S,LYCEE PROFESSIONNEL LEON BLUM,DRAGUIGNAN,83050,NICE,VAR,public,90.0,0830016S2020
16524,1117,2020,0830101J,LYCEE MAINTENON (PROFESSIONNEL),HYERES,83069,NICE,VAR,privé sous contrat,97.0,0830101J2020
16525,1118,2020,0830116A,LYCEE PROFESSIONNEL MARIE FRANCE,TOULON,83137,NICE,VAR,privé sous contrat,97.0,0830116A2020
16526,1119,2020,0830661T,LYCEE PROFESSIONNEL CLARET,TOULON,83137,NICE,VAR,public,90.0,0830661T2020
16527,1120,2020,0831187P,LYCEE PROFESSIONNEL SAINT JOSEPH,OLLIOULES,83090,NICE,VAR,privé sous contrat,98.0,0831187P2020
16528,1121,2020,0831242Z,LYCEE DU GOLFE DE SAINT TROPEZ (PROFESSIONNEL),GASSIN,83065,NICE,VAR,public,85.0,0831242Z2020
16529,1122,2020,0831616F,LYCEE ROUVIERE (PROFESSIONNEL),TOULON,83137,NICE,VAR,public,79.0,0831616F2020
16530,1123,2020,0840001V,LYCEE CHARLES DE GAULLE (PLACE) (PROFESSIONNEL),APT,84003,AIX-MARSEILLE,VAUCLUSE,public,98.0,0840001V2020
16531,1124,2020,0840039L,LYCEE PROFESSIONNEL DOMAINE D EGUILLES,VEDENE,84141,AIX-MARSEILLE,VAUCLUSE,public,90.0,0840039L2020
16532,1125,2020,0840041N,LYCEE PROFESSIONNEL MARIA CASARES,AVIGNON,84007,AIX-MARSEILLE,VAUCLUSE,public,86.0,0840041N2020
16533,1126,2020,0840044S,LYCEE PROFESSIONNEL VICTOR HUGO,CARPENTRAS,84031,AIX-MARSEILLE,VAUCLUSE,public,78.0,0840044S2020
16534,1127,2020,0840046U,LYCEE PROFESSIONNEL ARISTIDE BRIAND,ORANGE,84087,AIX-MARSEILLE,VAUCLUSE,public,86.0,0840046U2020
16535,1128,2020,0840918S,LYCEE VAL DE DURANCE (PROFESSIONNEL),PERTUIS,84089,AIX-MARSEILLE,VAUCLUSE,public,97.0,0840918S2020
16536,1129,2020,0851400K,LYCEE JEAN MONNET (PROFESSIONNEL),LES HERBIERS,85109,NANTES,VENDEE,public,91.0,0851400K2020
16537,1130,2020,0861113T,LYCEE PROFESSIONNEL LE VERGER,CHATELLERAULT,86066,POITIERS,VIENNE,public,96.0,0861113T2020
16538,1131,2020,0870119G,LYCEE PROFESSIONNEL RAOUL DAUTRY,LIMOGES,87085,LIMOGES,HAUTE-VIENNE,public,76.0,0870119G2020
16539,1132,2020,0880031F,LYCEE PROFESSIONNEL PIERRE GILLES DE GENNES,GERARDMER,88196,NANCY-METZ,VOSGES,public,84.0,0880031F2020
16540,1133,2020,0881530K,LYCEE PROFESSIONNEL NOTRE DAME - SAINT JOSEPH,EPINAL,88160,NANCY-METZ,VOSGES,privé sous contrat,86.0,0881530K2020
16541,1134,2020,0890005X,LYCEE PROFESSIONNEL JEAN-JOSEPH FOURIER,AUXERRE,89024,DIJON,YONNE,public,85.0,0890005X2020
16542,1135,2020,0890008A,LYCEE PROFESSIONNEL DU PARC DES CHAUMES,AVALLON,89025,DIJON,YONNE,public,97.0,0890008A2020
16543,1136,2020,0900355X,LYCEE PROFESSIONNEL DENIS DIDEROT,BAVILLIERS,90008,BESANCON,TERRITOIRE DE BELFORT,public,85.0,0900355X2020
16544,1137,2020,0910629P,LYCEE PROFESSIONNEL HOTELIER CHATEAU DES COUDRAIES,ETIOLLES,91225,VERSAILLES,ESSONNE,public,88.0,0910629P2020
16545,1138,2020,0910631S,LYCEE PROFESSIONNEL JEAN MONNET,JUVISY SUR ORGE,91326,VERSAILLES,ESSONNE,public,91.0,0910631S2020
16546,1139,2020,0911946W,LYCEE LEONARD DE VINCI (PROFESSIONNEL),ST MICHEL SUR ORGE,91570,VERSAILLES,ESSONNE,public,96.0,0911946W2020
16547,1140,2020,0912161E,LYCEE PROFESSIONNEL SAINT LEON,CORBEIL ESSONNES,91174,VERSAILLES,ESSONNE,privé sous contrat,100.0,0912161E2020
16548,1141,2020,0912251C,LYCEE HENRI POINCARE (PROFESSIONNEL),PALAISEAU,91477,VERSAILLES,ESSONNE,public,91.0,0912251C2020
16549,1142,2020,0920150N,LYCEE PROFESSIONNEL DE PRONY,ASNIERES SUR SEINE,92004,VERSAILLES,HAUTS-DE-SEINE,public,85.0,0920150N2020
16550,1143,2020,0920163C,LYCEE PROFESSIONNEL LOUIS GIRARD,MALAKOFF,92046,VERSAILLES,HAUTS-DE-SEINE,public,85.0,0920163C2020
16551,1144,2020,0920981S,LYCEE PROFESSIONNEL SAINT PHILIPPE,MEUDON,92048,VERSAILLES,HAUTS-DE-SEINE,privé sous contrat,93.0,0920981S2020
16552,1145,2020,0921156G,LYCEE GALILEE (PROFESSIONNEL),GENNEVILLIERS,92036,VERSAILLES,HAUTS-DE-SEINE,public,67.0,0921156G2020
16553,1146,2020,0921166T,LYCEE JEAN JAURES (PROFESSIONNEL),CHATENAY MALABRY,92019,VERSAILLES,HAUTS-DE-SEINE,public,94.0,0921166T2020
16554,1147,2020,0921595J,LYCEE PROFESSIONNEL DANIEL BALAVOINE,BOIS COLOMBES,92009,VERSAILLES,HAUTS-DE-SEINE,public,84.0,0921595J2020
16555,1148,2020,0921932A,LYCEE PROFESSIONNEL LA SALLE PASSY BUZENVAL,RUEIL MALMAISON,92063,VERSAILLES,HAUTS-DE-SEINE,privé sous contrat,100.0,0921932A2020
16556,1149,2020,0922249V,LYCEE MONTESQUIEU (PROFESSIONNEL),LE PLESSIS ROBINSON,92060,VERSAILLES,HAUTS-DE-SEINE,public,79.0,0922249V2020
16557,1150,2020,0922443F,LYCEE ETIENNE-JULES MAREY (PROFESSIONNEL),BOULOGNE BILLANCOURT,92012,VERSAILLES,HAUTS-DE-SEINE,public,85.0,0922443F2020
16558,1151,2020,0930129K,LYCEE PROFESSIONNEL MADELEINE VIONNET,BONDY,93010,CRETEIL,SEINE-SAINT-DENIS,public,82.0,0930129K2020
16559,1152,2020,0930946Y,LYCEE PROFESSIONNEL SAINT VINCENT DE PAUL,ST DENIS,93066,CRETEIL,SEINE-SAINT-DENIS,privé sous contrat,100.0,0930946Y2020
16560,1153,2020,0930960N,LYCEE PROFESSIONNEL ORT,MONTREUIL,93048,CRETEIL,SEINE-SAINT-DENIS,privé sous contrat,96.0,0930960N2020
16561,1154,2020,0931198X,LYCEE PROFESSIONNEL ALFRED COSTES,BOBIGNY,93008,CRETEIL,SEINE-SAINT-DENIS,public,89.0,0931198X2020
16562,1155,2020,0932073Y,LYCEE PAUL ROBERT (PROFESSIONNEL),LES LILAS,93045,CRETEIL,SEINE-SAINT-DENIS,public,79.0,0932073Y2020
16563,1156,2020,0932074Z,LYCEE MARCEL CACHIN (PROFESSIONNEL),ST OUEN SUR SEINE,93070,CRETEIL,SEINE-SAINT-DENIS,public,87.0,0932074Z2020
16564,1157,2020,0932116V,LYCEE EUGENIE COTTON (PROFESSIONNEL),MONTREUIL,93048,CRETEIL,SEINE-SAINT-DENIS,public,72.0,0932116V2020
16565,1158,2020,0932118X,LYCEE JEAN MOULIN (PROFESSIONNEL),LE BLANC MESNIL,93007,CRETEIL,SEINE-SAINT-DENIS,public,92.0,0932118X2020
16566,1159,2020,0932222K,LYCEE RENE CASSIN (PROFESSIONNEL),LE RAINCY,93062,CRETEIL,SEINE-SAINT-DENIS,public,87.0,0932222K2020
16567,1160,2020,0932282A,LYCEE LEO LAGRANGE (PROFESSIONNEL),BONDY,93010,CRETEIL,SEINE-SAINT-DENIS,public,92.0,0932282A2020
16568,1161,2020,0932667U,LYCEE PROFESSIONNEL ANGELA DAVIS,ST DENIS,93066,CRETEIL,SEINE-SAINT-DENIS,public,90.0,0932667U2020
16569,1162,2020,0940122X,LYCEE CONDORCET (PROFESSIONNEL),LA VARENNE ST HILAIRE CEDE,94068,CRETEIL,VAL-DE-MARNE,public,76.0,0940122X2020
16570,1163,2020,0940141T,LYCEE PROFESSIONNEL JACQUES BREL,CHOISY LE ROI,94022,CRETEIL,VAL-DE-MARNE,public,93.0,0940141T2020
16571,1164,2020,0941355M,LYCEE PROFESSIONNEL PAUL BERT,MAISONS ALFORT,94046,CRETEIL,VAL-DE-MARNE,public,88.0,0941355M2020
16572,1165,2020,0941930M,LYCEE JOHANNES GUTENBERG (PROFESSIONNEL),CRETEIL,94028,CRETEIL,VAL-DE-MARNE,public,91.0,0941930M2020
16573,1166,2020,0941975L,LYCEE PIERRE BROSSOLETTE (PROFESSIONNEL),LE KREMLIN BICETRE,94043,CRETEIL,VAL-DE-MARNE,public,99.0,0941975L2020
16574,1167,2020,0950812S,LYCEE PROFESSIONNEL JEANNE D'ARC,FRANCONVILLE LA GARENNE,95252,VERSAILLES,VAL-D'OISE,privé sous contrat,95.0,0950812S2020
16575,1168,2020,0951618T,LYCEE PROFESSIONNEL AUGUSTE ESCOFFIER,ERAGNY SUR OISE,95218,VERSAILLES,VAL-D'OISE,public,85.0,0951618T2020
16576,1169,2020,0951673C,LYCEE PROFESSIONNEL GUSTAVE EIFFEL,ERMONT,95219,VERSAILLES,VAL-D'OISE,public,76.0,0951673C2020
16577,1170,2020,0951710T,LYCEE CAMILLE CLAUDEL (PROFESSIONNEL),VAUREAL,95637,VERSAILLES,VAL-D'OISE,public,86.0,0951710T2020
16578,1171,2020,0951787B,LYCEE ARTHUR RIMBAUD (PROFESSIONNEL),GARGES LES GONESSE,95268,VERSAILLES,VAL-D'OISE,public,91.0,0951787B2020
16579,1172,2020,0951811C,LYCEE FERNAND ET NADIA LEGER (PROFESSIONNEL),ARGENTEUIL,95018,VERSAILLES,VAL-D'OISE,public,85.0,0951811C2020
16580,1173,2020,0951974E,LYCEE LOUIS ARMAND (PROFESSIONNEL),EAUBONNE,95203,VERSAILLES,VAL-D'OISE,public,89.0,0951974E2020
16581,1174,2020,0951998F,LYCEE PROFESSIONNEL GARAC,ARGENTEUIL,95018,VERSAILLES,VAL-D'OISE,privé sous contrat,95.0,0951998F2020
16582,1175,2020,0952173W,LYCEE EUGENE RONCERAY (PROFESSIONNEL),BEZONS,95063,VERSAILLES,VAL-D'OISE,public,87.0,0952173W2020
16583,1176,2020,6200004K,LYCEE PROFESSIONNEL FINOSELLO,AJACCIO,2A004,CORSE,CORSE-DU-SUD,public,90.0,6200004K2020
16584,1177,2020,7200123W,LYCEE DE BALAGNE (PROFESSIONNEL),L ILE ROUSSE,2B134,CORSE,HAUTE-CORSE,public,100.0,7200123W2020
16585,1178,2020,9710052E,LYCEE PROFESSIONNEL LOUIS DELGRES,LE MOULE,97117,GUADELOUPE,GUADELOUPE,public,91.0,9710052E2020
16586,1179,2020,9710709U,LYCEE PROFESSIONNEL GERTY ARCHIMEDE,MORNE A L EAU,97116,GUADELOUPE,GUADELOUPE,public,91.0,9710709U2020
16587,1180,2020,9710981P,LYCEE PROFESSIONNEL ILES DU NORD,ST MARTIN,97801,GUADELOUPE,GUADELOUPE,public,92.0,9710981P2020
16588,1181,2020,9720091S,LYCEE PROFESSIONNEL LEOPOLD BISSOL,LE LAMENTIN,97213,MARTINIQUE,MARTINIQUE,public,95.0,9720091S2020
16589,1182,2020,9720424D,LYCEE PROFESSIONNEL LUMINA SOPHIE,SCHOELCHER,97229,MARTINIQUE,MARTINIQUE,public,87.0,9720424D2020
16590,1183,2020,9720430K,LYCEE PROFESSIONNEL LA TRINITE,LA TRINITE,97230,MARTINIQUE,MARTINIQUE,public,96.0,9720430K2020
16591,1184,2020,9720479N,LYCEE ADVENTISTE RAMA (PROFESSIONNEL),STE LUCE,97227,MARTINIQUE,MARTINIQUE,privé sous contrat,100.0,9720479N2020
16592,1185,2020,9720501M,LYCEE PROFESSIONNEL CHATEAUBOEUF,FORT DE FRANCE,97209,MARTINIQUE,MARTINIQUE,public,96.0,9720501M2020
16593,1186,2020,9720515C,LYCEE PROFESSIONNEL ANDRE ALIKER,FORT DE FRANCE,97209,MARTINIQUE,MARTINIQUE,public,95.0,9720515C2020
16594,1187,2020,9730094P,LYCEE PROFESSIONNEL JEAN-MARIE MICHOTTE,CAYENNE,97302,GUYANE,GUYANE,public,80.0,9730094P2020
16595,1188,2020,9730309Y,LYCEE MELKIOR-GARRE (PROFESSIONNEL),CAYENNE,97302,GUYANE,GUYANE,public,93.0,9730309Y2020
16596,1189,2020,9740020D,LYCEE PROFESSIONNEL VICTOR SCHOELCHER,ST LOUIS,97414,LA REUNION,LA REUNION,public,97.0,9740020D2020
16597,1190,2020,9740053P,LYCEE GEORGES BRASSENS (PROFESSIONNEL),STE CLOTILDE,97411,LA REUNION,LA REUNION,public,91.0,9740053P2020
16598,1191,2020,9740934X,LYCEE PROFESSIONNEL PAUL LANGEVIN,ST JOSEPH,97412,LA REUNION,LA REUNION,public,91.0,9740934X2020
