numero_uai,date_ouverture,date_fermeture,nature_uai,nature_uai_libe
0711402N,1976-09-01,2022-08-31,101,ECOLE MATERNELLE
0711418F,1954-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711420H,1976-09-01,2021-08-31,101,ECOLE MATERNELLE
0711457Y,1977-09-01,2003-08-31,101,ECOLE MATERNELLE
0711463E,1927-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711466H,1977-09-01,1992-08-31,101,ECOLE MATERNELLE
0711475T,1977-09-01,2007-08-31,101,ECOLE MATERNELLE
0711483B,1977-09-01,2006-08-31,101,ECOLE MATERNELLE
0711495P,1978-09-01,2022-08-31,101,ECOLE MATERNELLE
0711515L,1978-09-01,2009-08-31,101,ECOLE MATERNELLE
0711516M,1978-09-01,2016-08-31,101,ECOLE MATERNELLE
0711536J,1979-09-01,2020-08-31,101,ECOLE MATERNELLE
0711540N,1980-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711639W,1985-09-01,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711640X,1985-09-01,2006-08-31,101,ECOLE MATERNELLE
0711676L,1989-09-01,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711695G,1991-09-01,2005-08-31,306,LYCEE POLYVALENT
0711704S,1991-09-01,2005-08-31,101,ECOLE MATERNELLE
0711745L,1993-05-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711754W,1993-05-01,2009-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0711763F,1994-09-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711788H,1997-09-01,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711852C,2003-09-01,2006-08-31,101,ECOLE MATERNELLE
0711942A,2019-10-16,2021-10-23,332,ECOLE PROFESSIONNELLE SPECIALISEE
0720157E,1966-10-18,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720166P,1966-10-18,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720195W,1966-10-11,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720198Z,1966-10-11,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720214S,1966-10-10,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720221Z,1966-10-10,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720237S,1966-10-10,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720243Y,1966-10-10,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720286V,1966-10-06,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720303N,1966-10-05,1997-08-31,101,ECOLE MATERNELLE
0720323K,1967-01-31,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720371M,1967-01-24,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720376T,1967-01-24,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720388F,1967-01-24,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720417M,1967-01-27,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720435G,1966-10-12,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720451Z,1966-10-11,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720454C,1966-10-11,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720469U,1966-10-11,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720474Z,1966-10-11,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720487N,1967-01-30,2003-08-31,152,ECOLE ELEMENTAIRE ANNEXE D INSPE
0720493V,1966-09-23,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720497Z,1966-09-23,2004-08-31,101,ECOLE MATERNELLE
0720498A,1966-09-23,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720511P,1966-09-23,1992-08-31,101,ECOLE MATERNELLE
0720521A,1966-09-27,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720538U,1966-09-23,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720541X,1966-09-23,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720559S,1966-09-28,2004-08-31,101,ECOLE MATERNELLE
0720637B,1966-10-07,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720642G,1966-10-06,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720646L,1966-10-06,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720653U,1966-10-06,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720654V,1966-10-06,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720665G,1966-10-07,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720682A,1966-10-07,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720816W,1968-04-26,2009-08-31,340,COLLEGE
0720830L,1968-05-02,1984-08-31,320,LYCEE PROFESSIONNEL
0720914C,1969-04-17,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720971P,1969-09-25,2001-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0720977W,1969-09-29,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721022V,1970-09-10,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721055F,1971-06-14,2004-08-31,101,ECOLE MATERNELLE
0721096A,1972-04-24,2012-09-01,151,ECOLE DE NIVEAU ELEMENTAIRE
0721144C,1972-04-24,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721148G,1972-04-24,2001-08-31,101,ECOLE MATERNELLE
0721159U,1972-04-24,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721163Y,1972-04-25,1977-09-13,151,ECOLE DE NIVEAU ELEMENTAIRE
0721189B,2005-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721208X,1972-10-02,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721222M,1972-11-10,2011-09-01,101,ECOLE MATERNELLE
0721234A,1973-06-14,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0721292N,1975-06-18,2006-08-31,101,ECOLE MATERNELLE
0721386R,1978-09-01,2002-08-31,101,ECOLE MATERNELLE
0721432R,1982-09-01,2014-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0721444D,1983-09-01,2002-08-31,101,ECOLE MATERNELLE
0721530X,1993-05-11,1993-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0721531Y,1993-05-11,1993-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0730092D,1966-09-26,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730095G,1966-09-26,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730112A,1966-09-26,1985-08-31,152,ECOLE ELEMENTAIRE ANNEXE D INSPE
0730142H,1966-09-26,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730222V,1966-09-29,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730232F,1966-10-10,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730234H,1966-10-10,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730247X,1966-10-10,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730328K,1966-09-29,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730334S,1966-09-29,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730337V,1966-09-29,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730362X,1966-09-29,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730366B,1966-11-16,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730373J,1966-11-16,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730374K,1966-11-16,2017-08-31,101,ECOLE MATERNELLE
0730376M,1966-11-16,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730439F,1966-11-18,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730457A,1966-11-18,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730492N,1966-11-22,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730501Y,1966-11-22,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730523X,1966-11-21,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730536L,1966-11-21,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730545W,1966-11-22,1980-09-24,151,ECOLE DE NIVEAU ELEMENTAIRE
0730554F,1966-11-22,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730574C,1966-11-21,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730614W,1966-11-21,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730625H,1966-11-18,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730628L,1966-11-18,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730638X,1966-11-18,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730648H,1966-11-18,2021-08-31,101,ECOLE MATERNELLE
0730661X,1966-11-18,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730689C,1966-11-21,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730691E,1966-11-21,1980-09-24,151,ECOLE DE NIVEAU ELEMENTAIRE
0730692F,1966-11-21,1980-09-24,151,ECOLE DE NIVEAU ELEMENTAIRE
0730725S,1966-11-22,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730731Y,1966-11-22,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730734B,1966-11-22,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730738F,1966-11-22,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730745N,1966-11-22,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730845X,1968-11-14,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730860N,1969-03-26,2023-08-31,101,ECOLE MATERNELLE
0730931R,1967-05-05,2002-08-31,101,ECOLE MATERNELLE
0730943D,1967-05-05,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0730998N,1972-06-13,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0731005W,1972-06-13,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0731077Z,1974-05-21,2007-08-31,101,ECOLE MATERNELLE
0731139S,1975-09-23,2002-06-30,320,LYCEE PROFESSIONNEL
0731140T,1975-09-24,2018-08-31,101,ECOLE MATERNELLE
0731150D,1976-05-19,2023-08-31,101,ECOLE MATERNELLE
0731209T,1977-05-20,1990-08-31,101,ECOLE MATERNELLE
0731211V,1977-05-20,2016-08-31,101,ECOLE MATERNELLE
0731256U,1979-09-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0731265D,1979-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0731275P,1980-09-25,2000-08-31,101,ECOLE MATERNELLE
0731277S,1980-09-25,2019-08-30,101,ECOLE MATERNELLE
0731308A,1982-09-01,2017-08-31,101,ECOLE MATERNELLE
0731332B,1983-09-01,1986-09-02,151,ECOLE DE NIVEAU ELEMENTAIRE
0731351X,1986-09-01,1994-08-31,101,ECOLE MATERNELLE
0731357D,1986-11-26,1999-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0731402C,1992-02-10,2001-12-11,320,LYCEE PROFESSIONNEL
0731403D,1992-09-10,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0731405F,1992-06-25,2012-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0740090W,1967-04-05,1980-08-31,340,COLLEGE
0740185Z,1966-09-28,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740187B,1966-09-28,2014-09-01,101,ECOLE MATERNELLE
0740197M,1966-10-04,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740211C,1966-10-05,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740219L,1966-10-05,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740228W,1966-10-05,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740245P,1966-10-05,1998-06-29,151,ECOLE DE NIVEAU ELEMENTAIRE
0740264K,1968-11-07,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740278A,1969-05-16,2007-08-31,101,ECOLE MATERNELLE
0740279B,1969-05-16,2013-08-31,101,ECOLE MATERNELLE
0740287K,1969-07-17,2013-08-31,101,ECOLE MATERNELLE
0740307G,1966-10-05,1990-09-10,151,ECOLE DE NIVEAU ELEMENTAIRE
0740323Z,1966-10-04,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740331H,1966-10-04,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740333K,1966-10-04,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740334L,1966-10-04,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740336N,1966-10-04,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740361R,1966-10-04,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740369Z,1966-10-05,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740381M,1966-10-05,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740386T,1966-10-05,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740401J,1966-10-05,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740429P,1966-09-23,1978-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0740435W,1966-09-24,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740439A,1966-09-24,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740463B,1966-09-26,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740471K,1966-09-26,2018-08-31,101,ECOLE MATERNELLE
0740478T,1966-09-26,1987-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0740483Y,1966-09-26,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740484Z,1966-09-26,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740537G,1966-09-27,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740568R,1966-09-28,1990-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0740575Y,1966-10-04,2014-08-31,101,ECOLE MATERNELLE
0740598Y,1966-10-04,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740660R,1966-10-05,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740676H,1966-10-05,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740682P,1966-10-05,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740685T,1966-10-05,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740687V,1966-10-05,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740711W,1966-10-07,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740721G,1966-10-07,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740726M,1966-10-07,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740740C,1966-10-07,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740751P,1966-10-07,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740753S,1966-10-07,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740758X,1966-10-07,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740760Z,1966-10-07,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740761A,1966-10-07,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740795M,1966-09-23,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740809C,1967-10-12,2008-08-31,101,ECOLE MATERNELLE
0740902D,1966-10-10,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740933M,1972-06-15,1987-11-25,101,ECOLE MATERNELLE
0740935P,1970-05-29,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0740936R,1961-04-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0741063D,1971-03-26,2022-08-31,101,ECOLE MATERNELLE
0741072N,1971-06-18,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0741115K,1972-10-03,2004-08-31,101,ECOLE MATERNELLE
0741126X,1973-06-14,2020-08-31,101,ECOLE MATERNELLE
0741128Z,1973-06-14,2004-08-31,101,ECOLE MATERNELLE
0741145T,1974-06-12,2017-08-31,101,ECOLE MATERNELLE
0741161K,1974-09-30,1991-08-31,320,LYCEE PROFESSIONNEL
0741169U,1975-05-15,2004-08-31,101,ECOLE MATERNELLE
0741193V,1976-05-25,2012-08-31,101,ECOLE MATERNELLE
0741228H,1977-03-03,1983-08-31,340,COLLEGE
0741261U,1978-09-15,1998-06-29,101,ECOLE MATERNELLE
0741269C,1979-09-01,1980-08-31,101,ECOLE MATERNELLE
0741273G,1979-09-01,2004-08-31,101,ECOLE MATERNELLE
0741274H,1979-09-01,2011-08-31,101,ECOLE MATERNELLE
0741280P,1980-09-01,2003-08-31,340,COLLEGE
0741292C,1980-09-01,2008-08-31,101,ECOLE MATERNELLE
0741299K,1980-09-01,2006-08-31,101,ECOLE MATERNELLE
0741334Y,1982-09-15,1999-08-31,101,ECOLE MATERNELLE
0741346L,1983-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0741378W,1986-04-28,1992-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0741382A,1986-09-01,2017-08-31,101,ECOLE MATERNELLE
0741402X,1987-09-01,2006-08-31,101,ECOLE MATERNELLE
0741407C,1987-09-08,1993-07-19,320,LYCEE PROFESSIONNEL
0741414K,1987-09-15,2009-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0741426Y,1988-09-01,2015-08-31,101,ECOLE MATERNELLE
0741457G,1990-09-01,2006-08-31,101,ECOLE MATERNELLE
0741470W,1990-09-01,2018-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0741474A,1990-09-01,2018-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0741475B,1990-09-01,2018-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0741492V,1992-09-09,2015-08-31,101,ECOLE MATERNELLE
0741498B,1992-04-27,1993-11-28,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0741515V,1994-09-01,1998-09-06,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0741535S,1996-01-01,1996-08-31,101,ECOLE MATERNELLE
0741547E,1996-09-01,2006-08-31,101,ECOLE MATERNELLE
0741572G,1998-09-01,2018-08-31,101,ECOLE MATERNELLE
0741714L,2011-09-01,2015-08-31,101,ECOLE MATERNELLE
0741738M,2015-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750129H,1969-02-03,1990-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0750147C,1969-01-10,1988-10-16,151,ECOLE DE NIVEAU ELEMENTAIRE
0750158P,1969-01-10,1992-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0750189Y,1969-01-13,1988-10-16,162,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
0750190Z,1969-01-13,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750191A,1969-01-13,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750196F,1969-01-13,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750247L,1969-01-15,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750250P,1969-01-15,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750273P,1969-01-15,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750282Z,1969-01-15,2022-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750284B,1969-01-16,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750304Y,1969-01-16,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750409M,1969-01-20,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750524M,1965-05-01,1981-08-31,340,COLLEGE
0750536A,1965-05-01,1980-08-31,340,COLLEGE
0750537B,1965-05-01,1991-08-31,340,COLLEGE
0750543H,1965-05-01,1993-08-31,320,LYCEE PROFESSIONNEL
0750559A,1965-05-01,1981-08-31,340,COLLEGE
0750603Y,1969-03-18,2022-08-30,101,ECOLE MATERNELLE
0750799L,1965-05-01,1993-08-31,320,LYCEE PROFESSIONNEL
0750804S,1965-05-01,1985-08-31,320,LYCEE PROFESSIONNEL
0750809X,1965-05-01,1996-07-05,320,LYCEE PROFESSIONNEL
0750866J,1965-05-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0750942S,1965-05-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751014V,1965-05-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751059U,1965-05-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751069E,1965-05-01,2022-08-30,151,ECOLE DE NIVEAU ELEMENTAIRE
0751081T,1965-05-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751093F,1965-05-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751113C,1965-05-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751124P,1965-05-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751133Z,1965-05-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0751238N,1965-05-01,1989-09-04,151,ECOLE DE NIVEAU ELEMENTAIRE
0751322E,1965-05-01,1989-08-31,101,ECOLE MATERNELLE
0751346F,1965-05-01,1985-08-31,101,ECOLE MATERNELLE
0751433A,1965-05-01,2022-08-30,101,ECOLE MATERNELLE
0751694J,1969-11-07,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0752211W,1973-06-18,2022-08-31,101,ECOLE MATERNELLE
0752215A,1973-06-18,1989-09-04,101,ECOLE MATERNELLE
0752435P,1976-11-16,2009-08-31,320,LYCEE PROFESSIONNEL
0752568J,1977-06-09,2022-08-30,101,ECOLE MATERNELLE
0752590H,1977-11-23,2000-08-31,320,LYCEE PROFESSIONNEL
0752607B,1978-09-01,1985-04-30,320,LYCEE PROFESSIONNEL
0752822K,1979-07-07,1989-10-23,302,LYCEE D ENSEIGNEMENT GENERAL
0752904Z,1980-09-01,2012-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0752939M,1968-03-28,1995-08-31,340,COLLEGE
0753000D,1981-09-15,2008-08-31,101,ECOLE MATERNELLE
0753008M,1981-11-25,1982-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753014U,1982-02-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0753053L,1982-09-01,2022-08-30,103,ECOLE MATERNELLE D APPLICATION
0753120J,1983-06-01,1987-09-07,302,LYCEE D ENSEIGNEMENT GENERAL
0753186F,1984-09-01,2018-08-31,101,ECOLE MATERNELLE
0753253D,1985-09-01,1993-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0753277E,1985-09-01,2017-08-31,101,ECOLE MATERNELLE
0753288S,1985-09-01,2020-09-17,151,ECOLE DE NIVEAU ELEMENTAIRE
0753289T,1985-04-26,1994-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753372H,1986-09-01,2023-11-20,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0753376M,1986-09-01,2022-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0753417G,1987-09-01,1988-09-14,101,ECOLE MATERNELLE
0753810J,1968-03-08,1978-06-25,312,ECOLE SECONDAIRE SPECIALISEE (2 D CYCLE)
0753814N,1968-02-26,1994-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753816R,1968-02-27,1990-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753823Y,1968-02-27,2010-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753839R,1968-02-28,1989-08-31,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0753843V,1968-02-28,1992-08-31,340,COLLEGE
0753846Y,1968-02-28,1995-08-31,340,COLLEGE
0753869Y,1968-03-08,1980-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753905M,1968-03-18,1993-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753910T,1968-03-18,2001-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0753913W,1968-03-18,1982-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0753950L,1968-03-28,1987-09-09,302,LYCEE D ENSEIGNEMENT GENERAL
0754038G,1968-03-15,1994-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0754059E,1968-03-15,1988-11-03,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0754082E,1968-03-28,1985-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754087K,1968-03-28,1995-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754157L,1968-03-15,1990-08-31,320,LYCEE PROFESSIONNEL
0754167X,1968-03-15,1980-08-31,320,LYCEE PROFESSIONNEL
0754171B,1968-03-15,1999-08-31,320,LYCEE PROFESSIONNEL
0754185S,1968-03-15,1996-08-31,320,LYCEE PROFESSIONNEL
0754225K,1968-03-15,1984-08-31,320,LYCEE PROFESSIONNEL
0754255T,1968-08-22,1979-08-31,340,COLLEGE
0754284Z,1988-09-21,2000-08-31,320,LYCEE PROFESSIONNEL
0754330Z,1988-09-23,1994-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754339J,1988-09-23,1992-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754388M,1989-09-01,1995-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754536Y,1992-09-01,1994-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754672W,1993-09-01,2019-09-01,302,LYCEE D ENSEIGNEMENT GENERAL
0754690R,1994-09-01,1996-08-31,162,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
0754740V,1995-09-01,2002-08-31,101,ECOLE MATERNELLE
0754834X,1996-09-01,2020-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0754847L,1997-01-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0754870L,1997-09-01,2002-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0754958G,1999-09-01,2007-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0755495R,2009-11-01,2012-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0755539N,2008-09-01,2021-08-31,101,ECOLE MATERNELLE
0755595Z,2011-03-31,2012-06-29,302,LYCEE D ENSEIGNEMENT GENERAL
