Code INSEE,Type local,Valeur fonciere
46003,Appartement,304750.0
46003,Maison,207375.0
46004,Maison,72500.0
46005,Maison,187730.0
46006,Maison,199700.76923076922
46007,Maison,202578.33333333334
46008,Maison,220895.66666666666
46009,Appartement,180000.0
46009,Maison,175456.66666666666
46010,Maison,181000.0
46011,Maison,155383.33333333334
46012,Maison,78000.0
46013,Maison,138125.0
46015,Appartement,62333.333333333336
46015,Maison,120786.4705882353
46016,Maison,187564.2857142857
46017,Maison,158500.0
46018,Maison,238212.5
46020,Maison,212666.66666666666
46021,Maison,152312.14285714287
46022,Maison,259093.33333333334
46023,Maison,273205.0
46024,Maison,275375.0
46026,Maison,169662.5
46027,Maison,139000.0
46028,Maison,141105.45454545456
46029,Appartement,210000.0
46029,Maison,148486.41379310345
46030,Maison,167000.0
46031,Maison,117290.0
46032,Maison,73333.33333333333
46033,Maison,388506.6666666667
46034,Maison,120857.14285714286
46035,Maison,486000.0
46036,Maison,440000.0
46038,Appartement,20000.0
46038,Maison,149807.11111111112
46039,Maison,126000.0
46040,Maison,196468.0
46042,Appartement,144436.65696969695
46042,Maison,249572.17203883495
46043,Maison,252295.0
46044,Maison,134639.2857142857
46045,Appartement,188015.0
46045,Maison,351465.2173913043
46046,Appartement,130000.0
46046,Maison,241500.0
46047,Maison,150875.0
46049,Maison,255083.57142857142
46050,Maison,164196.25
46051,Maison,92166.66666666667
46052,Maison,203512.5
46053,Maison,166321.2
46054,Maison,177711.11111111112
46055,Appartement,243875.0
46055,Maison,117319.16666666667
46056,Maison,160850.0
46057,Maison,143604.54545454544
46058,Maison,167535.83333333334
46059,Maison,95765.75
46060,Maison,196500.0
46061,Maison,449650.5882352941
46062,Maison,222871.5625
46063,Appartement,352810.0
46063,Maison,171244.44444444444
46064,Appartement,52277.130000000005
46064,Maison,172421.33333333334
46065,Maison,268737.9411764706
46066,Maison,235561.5625
46068,Maison,203200.0
46070,Maison,203557.14285714287
46072,Maison,259250.0
46073,Maison,93828.57142857143
46074,Maison,255000.0
46075,Maison,255000.0
46076,Maison,96625.0
46078,Maison,90000.0
46079,Maison,60850.0
46080,Maison,197438.07692307694
46081,Maison,195000.0
46082,Maison,268833.3333333333
46083,Maison,267064.28571428574
46084,Maison,218766.66666666666
46085,Maison,68916.66666666667
46086,Maison,155200.0
46087,Maison,320904.1176470588
46088,Appartement,113500.0
46088,Maison,158626.66666666666
46089,Maison,212349.5
46090,Maison,90000.0
46091,Maison,269330.0
46092,Maison,217100.0
46093,Maison,125750.0
46094,Maison,215112.72727272726
46095,Appartement,140000.0
46095,Maison,207906.66666666666
46097,Maison,149140.0
46098,Maison,153333.33333333334
46100,Maison,183470.83333333334
46101,Maison,159401.7857142857
46102,Appartement,147227.02796116506
46102,Maison,192910.2380952381
46103,Maison,185282.12315789473
46104,Maison,232515.0
46105,Maison,228716.75
46106,Maison,317111.1111111111
46107,Maison,241500.0
46108,Maison,116510.75
46109,Maison,240000.0
46112,Maison,75735.0
46113,Maison,155196.875
46114,Maison,255880.0
46116,Maison,159762.5
46117,Maison,127616.25
46118,Maison,271707.6923076923
46120,Maison,212562.66666666666
46121,Maison,68433.33333333333
46123,Maison,174306.25
46124,Maison,163000.0
46125,Appartement,108000.0
46125,Maison,169200.0
46126,Appartement,415000.0
46126,Maison,196130.0
46127,Appartement,85571.42857142857
46127,Maison,223131.85185185185
46128,Appartement,123617.85714285714
46128,Maison,138619.39285714287
46129,Maison,243142.85714285713
46130,Maison,131350.0
46131,Appartement,454165.0
46131,Maison,234692.14285714287
46132,Maison,200208.75
46133,Maison,130833.33333333333
46134,Maison,95671.75
46135,Maison,30000.0
46136,Maison,125136.66666666667
46137,Appartement,390100.0
46137,Maison,267452.3925
46138,Appartement,180000.0
46138,Maison,191532.77777777778
46139,Maison,95000.0
46140,Maison,230988.57142857142
46142,Maison,153100.0
46143,Appartement,125000.0
46143,Maison,285026.9318181818
46144,Maison,160750.0
46145,Appartement,183925.0
46145,Maison,136202.80952380953
46148,Maison,197110.83333333334
46149,Maison,164833.33333333334
46151,Maison,70000.0
46152,Maison,152114.2857142857
46153,Appartement,180000.0
46153,Maison,192333.35294117648
46154,Maison,44500.0
46155,Maison,582083.3333333334
46156,Maison,181405.92428571428
46157,Maison,84250.0
46159,Maison,82363.63636363637
46160,Maison,104895.47571428571
46161,Maison,93155.33333333333
46162,Maison,75625.0
46163,Appartement,16666.666666666668
46163,Maison,107442.72727272728
46165,Maison,105375.0
46167,Maison,189300.0
46168,Maison,140775.0
46169,Maison,307164.5727272727
46170,Maison,91090.90909090909
46171,Maison,252198.75
46172,Maison,217108.33333333334
46173,Appartement,88700.0
46173,Maison,198814.57142857142
46174,Maison,55000.0
46175,Maison,261675.0
46176,Maison,147012.0
46177,Maison,248594.44444444444
46178,Maison,424625.0
46180,Maison,175645.45454545456
46181,Maison,155072.0
46182,Appartement,609025.3333333334
46182,Maison,246026.72972972973
46183,Maison,245750.0
46184,Maison,474236.0833333333
46185,Appartement,214666.66666666666
46185,Maison,268537.20588235295
46187,Appartement,375000.0
46187,Maison,214516.66666666666
46188,Maison,240850.0
46189,Maison,125813.33333333333
46190,Maison,20250.0
46191,Appartement,177800.0
46191,Maison,133836.77272727274
46192,Maison,196000.0
46193,Appartement,254000.0
46193,Maison,212439.375
46194,Maison,220000.0
46195,Maison,131592.0
46197,Maison,174725.88235294117
46199,Maison,201991.5
46200,Maison,139500.0
46201,Appartement,61307.5
46201,Maison,304576.17307692306
46202,Maison,138083.33333333334
46203,Maison,282090.0
46204,Appartement,37500.0
46204,Maison,179886.66666666666
46205,Maison,176321.5
46206,Maison,154000.0
46208,Maison,67000.0
46209,Maison,251875.0
46210,Maison,230300.0
46211,Maison,175130.0
46212,Maison,300000.0
46213,Maison,128000.0
46214,Maison,100000.0
46215,Appartement,200000.0
46215,Maison,158634.37153846154
46216,Maison,252580.7142857143
46217,Maison,130000.0
46218,Maison,248269.16666666666
46219,Maison,207500.0
46220,Appartement,130000.0
46220,Maison,181666.66666666666
46221,Maison,241029.0
46223,Maison,309651.4285714286
46224,Appartement,150200.0
46224,Maison,217897.54545454544
46225,Appartement,30000.0
46225,Maison,287956.51754385966
46226,Maison,117200.0
46227,Maison,201266.66666666666
46228,Appartement,320000.0
46228,Maison,209418.2
46229,Maison,182189.5294117647
46230,Maison,323500.0
46231,Appartement,118000.0
46231,Maison,157773.37470588236
46232,Maison,249934.26315789475
46233,Maison,155500.0
46235,Maison,125930.0
46236,Maison,140000.0
46237,Maison,205556.66666666666
46238,Maison,258425.0
46239,Maison,136000.0
46240,Appartement,290000.0
46240,Maison,229510.0
46241,Maison,289884.44444444444
46242,Maison,165471.42857142858
46243,Maison,65666.66666666667
46245,Maison,245633.33333333334
46246,Maison,125000.0
46247,Maison,199331.0
46250,Maison,34000.0
46251,Appartement,151804.82352941178
46251,Maison,149232.13636363635
46252,Maison,155390.9090909091
46253,Maison,316430.1818181818
46254,Maison,290000.0
46255,Maison,194933.66666666666
46256,Maison,151528.5
46257,Maison,201852.0
46258,Maison,275000.0
46259,Maison,95875.0
46260,Maison,85000.0
46262,Appartement,
46262,Maison,192315.93416666667
46263,Maison,217735.7142857143
46264,Maison,152083.33333333334
46265,Maison,245833.33333333334
46266,Maison,150660.0
46267,Maison,202540.0
46268,Maison,158541.07142857142
46269,Maison,108000.0
46270,Maison,238175.0
46271,Maison,165680.61538461538
46273,Appartement,75000.0
46273,Maison,224976.33333333334
46276,Maison,187522.5
46277,Maison,123333.33333333333
46279,Maison,180112.5
46280,Maison,150000.0
46281,Maison,80833.33333333333
46283,Maison,190375.0
46284,Maison,165233.33333333334
46286,Maison,130750.0
46288,Maison,242446.66666666666
46289,Maison,239805.0
46290,Maison,156484.0
46292,Maison,232500.0
46293,Maison,239671.42857142858
46294,Maison,349260.0
46295,Maison,240035.0
46296,Maison,122620.0
46297,Appartement,78000.0
46297,Maison,167827.24
46299,Maison,308823.3333333333
46301,Maison,228245.77777777778
46302,Maison,97499.66666666667
46303,Maison,220500.0
46304,Maison,51250.0
46305,Maison,185600.0
46307,Maison,256600.0
46308,Maison,37550.0
46309,Appartement,104737.39130434782
46309,Maison,148477.45320754717
46310,Maison,151500.0
46311,Appartement,50000.0
46311,Maison,130433.13636363637
46312,Appartement,92500.0
46312,Maison,530000.0
46313,Maison,177241.22222222222
46314,Maison,138653.33333333334
46315,Maison,46277.75
46316,Maison,204871.2857142857
46317,Maison,207665.57142857142
46318,Maison,153183.33333333334
46319,Maison,115000.0
46320,Maison,161448.88888888888
46321,Maison,167416.25
46322,Maison,132833.33333333334
46323,Maison,150147.2
46324,Maison,94882.5
46328,Maison,227933.33333333334
46329,Maison,105700.0
46330,Appartement,137500.0
46330,Maison,177411.15384615384
46332,Maison,180373.25
46333,Maison,79000.0
46334,Appartement,63500.0
46334,Maison,196154.82978723405
46335,Appartement,160000.0
46335,Maison,233530.0
46336,Maison,177666.66666666666
46337,Maison,196903.2922222222
46338,Maison,83500.0
46339,Maison,153440.0
46340,Maison,190166.66666666666
47001,Appartement,182390.25733333334
47001,Maison,184447.17346303503
47002,Maison,287586.0
47003,Maison,278366.23076923075
47004,Appartement,106276.31578947368
47004,Maison,159645.33333333334
47005,Maison,190078.91076923074
47006,Maison,261732.5
47007,Maison,175491.16666666666
47009,Maison,220000.0
47010,Appartement,80000.0
47010,Maison,213583.33333333334
47011,Maison,355750.0
47012,Maison,187000.0
47013,Maison,161068.85714285713
47014,Maison,45000.0
47015,Appartement,111800.0
47015,Maison,141830.41666666666
47016,Maison,207912.27272727274
47017,Maison,349351.0
47018,Maison,192277.77777777778
47019,Maison,271901.64285714284
47020,Maison,339719.77777777775
47021,Appartement,170190.0
47021,Maison,139159.12837209302
47022,Maison,484404.0
47023,Maison,179014.2857142857
47024,Maison,246130.42105263157
47025,Maison,203628.82352941178
47026,Appartement,98000.0
47026,Maison,285300.0
47027,Maison,169740.97999999998
47028,Maison,109925.0
47029,Maison,161634.54166666666
47030,Maison,150000.0
47031,Appartement,127352.125
47031,Maison,187952.01136363635
47032,Appartement,190709.0
47032,Maison,196985.73333333334
47033,Maison,292548.63636363635
47034,Maison,162444.44444444444
47035,Appartement,305000.0
47035,Maison,187345.0
47036,Maison,143779.16666666666
47037,Maison,95000.0
47038,Maison,173572.22222222222
47040,Appartement,159000.0
47040,Maison,252771.72413793104
47041,Appartement,171000.0
47041,Maison,147840.0
47042,Maison,410000.0
47043,Appartement,118500.0
47043,Maison,137977.27272727274
47044,Appartement,63000.0
47044,Maison,97559.9
47045,Maison,167158.60666666666
47046,Maison,179554.0
47047,Maison,262236.85714285716
47048,Appartement,54500.0
47048,Maison,167401.32
47049,Appartement,107100.0
47049,Maison,129292.976
47050,Maison,220725.0
47051,Appartement,130000.0
47051,Maison,183174.8148148148
47052,Appartement,286578.724137931
47052,Maison,159910.0025882353
47053,Maison,125650.0
47054,Appartement,110000.0
47054,Maison,109487.55533333334
47055,Appartement,54668.75
47055,Maison,143066.66666666666
47056,Maison,171438.46153846153
47057,Appartement,40000.0
47057,Maison,131421.125
47058,Maison,153125.0
47059,Maison,115000.0
47060,Maison,154968.82352941178
47061,Appartement,169000.0
47061,Maison,147416.66749999998
47062,Maison,157750.84615384616
47063,Maison,265000.0
47064,Maison,230000.0
47065,Appartement,166833.33333333334
47065,Maison,181394.40677966102
47066,Maison,283669.1666666667
47067,Maison,224000.0
47068,Appartement,107750.0
47068,Maison,211395.33333333334
47069,Appartement,202100.0
47069,Maison,193770.7659574468
47070,Maison,198413.125
47071,Maison,124900.0
47072,Maison,1050000.0
47073,Maison,676466.6666666666
47074,Maison,84135.0
47075,Maison,247147.0
47077,Maison,336457.22222222225
47078,Appartement,162107.6923076923
47078,Maison,122789.58333333333
47079,Maison,240054.44444444444
47080,Maison,202809.0
47081,Maison,257289.0625
47082,Maison,235000.0
47083,Maison,387600.0
47084,Maison,241000.0
47085,Maison,124950.0
47086,Appartement,142500.0
47086,Maison,244788.4
47087,Maison,59525.0
47088,Appartement,62259.09090909091
47088,Maison,184507.6923076923
47089,Maison,211930.0
47090,Maison,830000.0
47091,Appartement,93660.0
47091,Maison,216841.75449999998
47092,Maison,233111.88571428572
47093,Maison,251785.7142857143
47094,Maison,147670.0
47095,Maison,154916.66666666666
47096,Maison,274243.5
47097,Maison,313047.1785714286
47098,Maison,358335.0
47099,Maison,271939.23076923075
47100,Appartement,288616.6666666667
47100,Maison,244406.2125
47101,Maison,205238.72727272726
47102,Maison,163700.0
47103,Maison,244415.0
47104,Maison,159833.33333333334
47105,Maison,232175.0
47106,Appartement,504527.77777777775
47106,Maison,146878.96861538463
47107,Maison,95950.0
47108,Maison,323700.0
47109,Maison,186500.0
47110,Appartement,112333.33333333333
47110,Maison,186929.0
47111,Maison,156731.53846153847
47112,Maison,193214.2857142857
47114,Maison,161500.0
47115,Maison,222100.0
47117,Maison,252840.0
47118,Maison,244266.66666666666
47119,Maison,159966.66666666666
47120,Maison,195000.0
47121,Maison,194000.0
47123,Maison,457271.4285714286
47124,Maison,149010.0
47125,Maison,142766.66666666666
47126,Maison,107136.66666666667
47127,Maison,201181.25
47128,Appartement,77000.0
47128,Maison,203158.6
47129,Maison,205176.92307692306
47130,Maison,358398.0
47131,Maison,284825.0
47132,Maison,273333.3333333333
47133,Appartement,412500.0
47133,Maison,187081.81818181818
47134,Appartement,1248650.0
47134,Maison,315449.1666666667
47135,Maison,202997.5
47136,Maison,272047.0
47137,Appartement,179600.0
47137,Maison,408521.53846153844
47138,Appartement,10000.0
47138,Maison,365903.3888888889
47139,Maison,433000.0
47140,Maison,173146.15384615384
47141,Maison,241864.375
47142,Maison,295008.95238095237
47143,Appartement,121373.5294117647
47143,Maison,127797.13333333333
47144,Appartement,345000.0
47144,Maison,182243.4
47145,Appartement,104879.91666666667
47145,Maison,177802.95263157896
47146,Appartement,142100.0
47146,Maison,185346.0
47147,Appartement,90000.0
47147,Maison,124960.0
47150,Maison,173333.33333333334
47151,Maison,166890.59333333335
47152,Maison,207746.0
47154,Maison,286133.3333333333
47155,Maison,363280.0909090909
47156,Maison,154510.52631578947
47157,Appartement,85579.33070866142
47157,Maison,153473.0760456274
47158,Maison,473940.0
47159,Maison,106258.33333333333
47160,Maison,208454.54545454544
47162,Maison,285934.0
47163,Maison,252450.0
47164,Maison,231500.0
47165,Maison,131307.375
47167,Maison,105468.0
47168,Appartement,78272.0
47168,Maison,113545.3698630137
47169,Maison,270975.0
47170,Maison,153150.41176470587
47171,Maison,222614.54545454544
47173,Maison,148360.78260869565
47174,Appartement,299000.0
47174,Maison,385008.46153846156
47175,Appartement,87020.0
47175,Maison,214358.661971831
47176,Maison,93444.5
47177,Appartement,360000.0
47177,Maison,131875.0
47178,Maison,112152.5
47179,Maison,140660.37037037036
47180,Maison,178900.0
47181,Maison,327174.0
47182,Maison,331250.0
47184,Maison,184233.1
47185,Maison,161613.0606060606
47186,Maison,221818.75
47187,Maison,268000.0
47188,Maison,269456.26666666666
47189,Maison,265000.0
47190,Maison,95000.0
47191,Maison,157019.54545454544
47193,Maison,175160.0
47194,Maison,227562.0
47195,Appartement,142572.2857142857
47195,Maison,143629.63709677418
47196,Maison,120400.0
47197,Maison,216903.0
47198,Maison,225490.9090909091
47199,Maison,257225.77777777778
47200,Appartement,245000.0
47200,Maison,252500.0
47201,Appartement,119825.77777777778
47201,Maison,179018.33967532468
47202,Appartement,610000.0
47202,Maison,295630.0
47203,Appartement,71714.28571428571
47203,Maison,280623.5272727273
47204,Maison,137536.36363636365
47205,Maison,228000.0
47206,Maison,328550.0
47207,Maison,148350.0
47208,Maison,330000.0
47209,Appartement,81900.0
47209,Maison,183402.0
47210,Appartement,76000.0
47210,Maison,169321.64615384614
47211,Maison,89175.0
47212,Maison,169816.36363636365
47213,Maison,222750.0
47214,Maison,210650.75555555557
47215,Appartement,80500.0
47215,Maison,175503.89333333334
47216,Maison,139784.25
47217,Maison,148860.0
47218,Maison,226391.5
47219,Maison,150000.0
47220,Maison,334500.0
47221,Maison,124796.96909090909
47222,Appartement,506540.0
47222,Maison,324988.0
47223,Maison,115000.0
47224,Maison,71333.33333333333
47225,Maison,238961.56666666668
47226,Maison,259904.8125
47228,Maison,242208.8
47229,Maison,192257.0
47230,Maison,108000.0
47231,Maison,142350.0
47232,Maison,137850.0
47233,Appartement,266484.6153846154
47233,Maison,190623.66415094337
47234,Maison,262265.55555555556
47235,Maison,226516.52173913043
47236,Maison,598876.0
47237,Maison,277426.1904761905
47238,Maison,245056.93074074073
47239,Maison,153747.42105263157
47240,Maison,233262.5
47241,Maison,255693.45454545456
47242,Maison,106173.0
47244,Maison,210000.0
47245,Maison,178866.66666666666
47246,Maison,270284.6153846154
47248,Maison,213386.66666666666
47249,Maison,78333.33333333333
47251,Maison,192328.57142857142
47252,Appartement,113057.33333333333
47252,Maison,155938.27530434783
47253,Maison,108351.42857142857
47254,Maison,197440.0
47257,Maison,223215.46153846153
47258,Maison,198088.88888888888
47260,Appartement,135900.0
47260,Maison,135436.36363636365
47262,Maison,176108.33333333334
47263,Maison,145000.0
47264,Maison,160774.64516129033
47265,Maison,157536.15384615384
47266,Appartement,199000.0
47266,Maison,159321.42857142858
47267,Maison,184333.33333333334
47269,Maison,252240.26666666666
47271,Maison,151640.375
47272,Maison,271333.3333333333
47273,Maison,254380.0
47274,Maison,160001.42857142858
47275,Maison,102444.44444444444
47276,Maison,189780.0
47277,Maison,60800.0
47278,Maison,197381.0
47279,Maison,149333.33333333334
47280,Appartement,75000.0
47280,Maison,165719.23255813954
47281,Maison,196221.42857142858
47282,Maison,201275.0
47283,Maison,124661.11111111111
47284,Maison,174640.0
47285,Maison,183600.0
47287,Maison,164113.2
47288,Maison,239007.25
47289,Appartement,59000.0
47289,Maison,188370.0
47290,Maison,174069.4368
47291,Maison,197857.14285714287
47292,Maison,241984.04545454544
47293,Maison,165000.0
47294,Maison,305323.27777777775
47295,Maison,793963.3333333334
47296,Maison,186500.0
47297,Maison,325766.6666666667
47298,Maison,179350.0
47299,Maison,343934.0
47300,Maison,277397.1988235294
47301,Maison,208186.26086956522
47302,Maison,92828.27586206897
47305,Maison,161125.0
47306,Maison,425387.8620689655
47307,Maison,191110.0
47308,Maison,187040.0
47309,Maison,117116.69375
47310,Appartement,244325.41791044775
47310,Maison,126608.69730538921
47311,Maison,170000.0
47312,Appartement,426200.0
47312,Maison,281839.44444444444
47313,Maison,295000.0
47314,Maison,225622.5
47315,Maison,102248.33333333333
47316,Maison,185333.33333333334
47317,Maison,62175.11111111111
47318,Appartement,61000.0
47318,Maison,142851.35135135136
47319,Maison,140000.0
47320,Maison,301225.125
47321,Maison,137000.0
47323,Appartement,131018.14761904762
47323,Maison,158960.0539083558
47324,Appartement,176000.0
47324,Maison,194790.8536585366
47325,Appartement,159900.0
47325,Maison,128833.33333333333
47326,Maison,236563.33333333334
47327,Maison,124800.0
47328,Maison,148900.0
48001,Maison,76666.66666666667
48002,Maison,146605.0
48003,Maison,115000.0
48004,Appartement,127142.85714285714
48004,Maison,122275.0
48005,Maison,274333.3333333333
48008,Maison,87449.16666666667
48009,Appartement,248849.375
48009,Maison,151591.12647058823
48010,Maison,45500.0
48012,Maison,116250.0
48013,Appartement,157325.0
48013,Maison,199625.0
48015,Maison,126083.25
48016,Appartement,216560.0
48016,Maison,162970.0
48017,Appartement,840000.0
48017,Maison,155225.9090909091
48018,Appartement,170000.0
48018,Maison,144450.0
48019,Appartement,107000.0
48019,Maison,209000.0
48020,Maison,88717.5
48021,Appartement,84696.625
48021,Maison,123236.66666666667
48025,Maison,145500.0
48026,Maison,81166.66666666667
48027,Appartement,35000.0
48027,Maison,125938.55
48028,Maison,65000.0
48029,Maison,115000.0
48030,Maison,143000.0
48032,Maison,54580.0
48034,Appartement,147963.63636363635
48034,Maison,130505.4067857143
48036,Maison,156756.66666666666
48038,Appartement,113000.0
48038,Maison,92548.33333333333
48039,Appartement,207543.0
48039,Maison,120326.26666666666
48041,Maison,310280.0
48042,Maison,218371.25
48043,Appartement,40000.0
48043,Maison,134545.0
48044,Appartement,148500.0
48045,Maison,77950.0
48046,Maison,75813.33333333333
48048,Maison,173000.0
48050,Maison,141596.14285714287
48051,Appartement,493400.0
48051,Maison,152198.88888888888
48053,Maison,78840.0
48054,Maison,133200.0
48055,Maison,175000.0
48056,Maison,164150.0
48058,Maison,115666.66666666667
48059,Maison,68000.0
48061,Appartement,174080.4
48061,Maison,173341.1875
48064,Appartement,1500.0
48064,Maison,45000.0
48065,Maison,44665.0
48067,Maison,220000.0
48068,Maison,225000.0
48069,Maison,202202.5
48070,Appartement,49625.0
48070,Maison,72166.66666666667
48072,Maison,58500.0
48073,Maison,100000.0
48074,Appartement,130000.0
48074,Maison,122803.6
48075,Appartement,161258.33333333334
48075,Maison,193392.86666666667
48079,Maison,161090.0
48080,Appartement,125627.8125
48080,Maison,109308.16333333333
48081,Maison,112515.0
48083,Appartement,45000.0
48083,Maison,98657.4057142857
48086,Maison,67730.08571428571
48087,Appartement,165000.0
48087,Maison,162730.0
48088,Appartement,164500.0
48088,Maison,165166.66666666666
48089,Maison,168142.85714285713
48090,Appartement,188375.2
48090,Maison,163840.0
48092,Appartement,271381.30555555556
48092,Maison,206810.96153846153
48094,Appartement,85500.0
48094,Maison,139297.27272727274
48095,Appartement,151751.07824074072
48095,Maison,204224.3405172414
48096,Appartement,148000.0
48096,Maison,103975.0
48097,Maison,256500.0
48098,Maison,285000.0
48099,Appartement,250800.0
48099,Maison,134241.89130434784
48103,Maison,170760.0
48104,Appartement,200000.0
48104,Maison,110684.0
48105,Maison,155000.0
48106,Maison,45000.0
48107,Maison,193500.0
48108,Maison,138000.0
48111,Appartement,76000.0
48111,Maison,69600.0
48112,Appartement,54500.0
48112,Maison,62000.0
48116,Appartement,127137.5
48116,Maison,139934.4927272727
48117,Appartement,
48117,Maison,99000.0
48119,Maison,68816.66666666667
48121,Maison,156500.0
48123,Maison,230888.33333333334
48124,Maison,43666.666666666664
48126,Maison,158333.33333333334
48127,Maison,109471.42857142857
48128,Maison,213803.6923076923
48129,Maison,90439.5
48130,Maison,65000.0
48131,Appartement,100000.0
48131,Maison,102750.0
48132,Appartement,132406.66666666666
48132,Maison,153939.31818181818
48135,Maison,53818.125
48136,Maison,142966.66666666666
48137,Maison,250958.0
48138,Maison,270000.0
48139,Maison,82500.0
48140,Appartement,151695.0588235294
48140,Maison,121127.35294117648
48141,Maison,173613.71166666667
48144,Maison,161601.41428571427
48146,Appartement,54723.333333333336
48146,Maison,225342.22222222222
48147,Maison,179023.432
48148,Maison,305930.76923076925
48150,Maison,80000.0
48151,Maison,95000.0
48152,Maison,475500.0
48153,Maison,56666.666666666664
48155,Appartement,30000.0
48155,Maison,149583.63636363635
48156,Appartement,192831.0
48156,Maison,157739.85
48158,Maison,405512.5
48160,Maison,243050.0
48161,Maison,134380.0
48163,Maison,137600.0
48165,Maison,150000.0
48166,Maison,83425.0
48167,Maison,86790.0
48168,Maison,110000.0
48169,Maison,111666.66666666667
48170,Maison,95000.0
48171,Maison,176666.66666666666
48173,Appartement,140000.0
48173,Maison,195603.75
48174,Maison,65591.0
48175,Maison,104000.0
48176,Maison,165635.0
48178,Maison,153624.0
48181,Maison,376000.0
48182,Maison,58000.0
48185,Maison,37625.0
48187,Maison,50418.75
48188,Appartement,80750.0
48188,Maison,37500.0
48190,Maison,167030.0
48193,Appartement,125000.0
48193,Maison,99280.71428571429
48194,Appartement,50000.0
48194,Maison,126387.5
48198,Appartement,46150.0
48198,Maison,125180.18181818182
49002,Appartement,81000.0
49002,Maison,196442.07413793105
49003,Maison,191250.60465116278
49007,Appartement,359084.94552153605
49007,Maison,379572.0748667851
49008,Maison,137069.23076923078
49009,Maison,77785.71428571429
49010,Maison,151076.92307692306
49011,Maison,173000.14285714287
49012,Maison,228860.0
49015,Appartement,307363.7474747475
49015,Maison,369834.9339344262
49017,Maison,183072.85714285713
49018,Appartement,221750.0
49018,Maison,253422.2336448598
49020,Appartement,242000.0
49020,Maison,447564.70588235295
49021,Appartement,731374.0625
49021,Maison,205510.91304347827
49022,Maison,241628.0
49023,Appartement,213567.55384615387
49023,Maison,183596.7322
49026,Maison,188186.92857142858
49027,Maison,167313.33333333334
49028,Maison,238000.0
49029,Maison,236139.2857142857
49030,Maison,147110.27272727274
49035,Appartement,248000.0
49035,Maison,466920.01639344264
49036,Maison,157518.57142857142
49038,Maison,175000.0
49041,Maison,199980.74074074073
49045,Maison,118100.0
49048,Appartement,716247.4
49048,Maison,396500.6140350877
49050,Appartement,321423.75
49050,Maison,268118.43506493507
49053,Maison,127000.0
49054,Appartement,355882.35294117645
49054,Maison,173377.32
49055,Appartement,590000.0
49055,Maison,333347.61904761905
49056,Maison,157750.0
49057,Maison,96666.66666666667
49058,Maison,160785.7142857143
49060,Appartement,116700.0
49060,Maison,186689.05
49061,Appartement,135000.0
49061,Maison,115594.83333333333
49063,Appartement,277206.5517241379
49063,Maison,254966.73076923078
49064,Maison,197636.36363636365
49067,Maison,139480.0
49068,Appartement,93300.0
49068,Maison,190926.66666666666
49069,Appartement,56333.333333333336
49069,Maison,228106.6295045045
49070,Maison,140279.0
49076,Maison,215850.83333333334
49080,Appartement,145466.66666666666
49080,Maison,180087.5785123967
49082,Appartement,135000.0
49082,Maison,164666.66666666666
49086,Appartement,89283.33333333333
49086,Maison,202244.91045454546
49089,Maison,238983.5357142857
49090,Appartement,250000.0
49090,Maison,158050.0
49092,Appartement,193966.66666666666
49092,Maison,183037.79879844963
49099,Appartement,173612.03022653723
49099,Maison,228947.06093333333
49100,Maison,121250.0
49102,Maison,78800.0
49107,Maison,278170.5882352941
49109,Appartement,111000.0
49109,Maison,167657.8947368421
49110,Appartement,415000.0
49110,Maison,235834.78260869565
49112,Maison,175447.72727272726
49113,Maison,152253.2142857143
49114,Maison,50000.0
49120,Appartement,115700.0
49120,Maison,210285.45454545456
49121,Maison,135140.0
49123,Appartement,880000.0
49123,Maison,236121.8620689655
49125,Appartement,184122.40399999998
49125,Maison,183096.1171875
49127,Appartement,152857.14285714287
49127,Maison,152586.45833333334
49129,Maison,274149.2075471698
49130,Maison,218732.5
49131,Appartement,692088.0
49131,Maison,210108.9090909091
49132,Maison,195038.14814814815
49135,Appartement,157500.0
49135,Maison,249444.44499999998
49138,Appartement,40000.0
49138,Maison,283431.0344827586
49140,Maison,124205.52631578948
49155,Maison,240243.75
49160,Maison,222346.15384615384
49161,Maison,241266.66666666666
49163,Maison,177740.0871794872
49167,Maison,359881.08108108107
49170,Maison,161640.61538461538
49171,Maison,145000.0
49174,Maison,139525.5
49176,Appartement,233700.0
49176,Maison,765056.161875
49178,Maison,139586.5625
49180,Appartement,55000.0
49180,Maison,245308.9871794872
49182,Maison,233611.11111111112
49183,Appartement,1110000.0
49183,Maison,190593.60273972602
49188,Maison,324916.6666666667
49192,Appartement,171000.0
49192,Maison,192701.7857142857
49193,Appartement,105200.0
49193,Maison,186475.51020408163
49194,Appartement,144520.0
49194,Maison,226981.23711340205
49195,Maison,244836.93764705883
49200,Appartement,312307.6923076923
49200,Maison,283157.29565789475
49201,Appartement,272000.0
49201,Maison,194438.325
49205,Maison,136833.33333333334
49209,Appartement,180000.0
49209,Maison,230000.0
49211,Maison,171333.33333333334
49214,Appartement,163917.85714285713
49214,Maison,332477.2996551724
49215,Appartement,97000.0
49215,Maison,149746.25925925927
49216,Maison,361961.53846153844
49217,Maison,219336.0
49218,Appartement,97690.0
49218,Maison,187795.80921052632
49219,Appartement,117200.0
49219,Maison,147627.375
49220,Maison,159803.9516129032
49221,Maison,145115.75
49222,Appartement,153000.0
49222,Maison,320461.9259259259
49223,Appartement,246714.8260869565
49223,Maison,304516.3938356164
