Code INSEE,Type local,Valeur fonciere
16013,Maison,218093.765
16014,Maison,78800.0
16015,Appartement,185632.73323699422
16015,Maison,181381.14221556886
16016,Maison,98788.11764705883
16018,Maison,260200.0
16019,Maison,216489.0909090909
16020,Maison,224450.55555555556
16023,Maison,119604.33333333333
16024,Maison,212255.7142857143
16025,Maison,180195.01909090907
16026,Maison,219530.94444444444
16028,Appartement,205857.14285714287
16028,Maison,154301.74647887325
16029,Maison,28500.0
16030,Maison,228441.25
16031,Maison,259000.0
16032,Maison,159325.0
16034,Maison,45600.0
16035,Appartement,10100.0
16035,Maison,110180.33333333333
16036,Maison,60000.0
16037,Maison,170142.85714285713
16038,Maison,86143.27777777778
16039,Maison,72666.66666666667
16040,Maison,362592.1875
16041,Maison,260025.0
16044,Maison,147131.25
16045,Maison,172318.18181818182
16046,Appartement,125000.0
16046,Maison,134260.86956521738
16047,Maison,282235.71428571426
16048,Maison,443333.3333333333
16049,Maison,347897.7272727273
16050,Maison,96000.0
16052,Maison,123898.1725
16053,Maison,105000.0
16054,Maison,55610.0
16055,Maison,154810.0
16056,Maison,567130.0
16057,Maison,221666.66666666666
16058,Maison,236942.4347826087
16059,Maison,55753.333333333336
16060,Appartement,5000.0
16060,Maison,172567.14285714287
16061,Maison,165726.77285714285
16062,Maison,246990.0
16063,Maison,95000.0
16064,Appartement,72398.0
16064,Maison,102816.66666666667
16065,Maison,108247.33333333333
16066,Maison,236821.84615384616
16067,Maison,80950.0
16068,Maison,98889.04761904762
16069,Maison,84371.875
16070,Appartement,116666.66666666667
16070,Maison,89597.02702702703
16071,Maison,57036.36363636364
16072,Maison,119755.55555555556
16073,Appartement,97625.0
16073,Maison,116579.22
16074,Maison,160292.5
16075,Maison,156000.0
16076,Maison,97755.45454545454
16077,Maison,166500.0
16078,Maison,190369.50410958906
16079,Maison,131500.0
16081,Maison,117580.0
16082,Maison,265210.0
16083,Maison,94010.66666666667
16084,Maison,163916.66666666666
16085,Appartement,113666.66666666667
16085,Maison,581873.6842105263
16086,Maison,97282.0
16087,Maison,53850.0
16088,Maison,209145.73333333334
16089,Appartement,343111.1111111111
16089,Maison,165425.0
16090,Appartement,341254.54545454547
16090,Maison,150478.6274509804
16091,Maison,71300.0
16093,Maison,230814.13043478262
16095,Maison,217760.0
16096,Maison,87250.0
16097,Maison,174196.72340425532
16098,Maison,98633.33333333333
16099,Maison,65338.25
16100,Maison,145607.64285714287
16101,Maison,170259.76470588235
16102,Appartement,299216.7668902439
16102,Maison,206660.85758122744
16103,Maison,1593015.7407407407
16104,Maison,147949.375
16105,Maison,185555.0
16106,Appartement,64875.0
16106,Maison,107764.14285714286
16107,Maison,124000.0
16108,Maison,459550.0
16109,Maison,127143.33333333333
16110,Appartement,80000.0
16110,Maison,82778.06666666667
16111,Maison,64625.0
16112,Maison,174580.0
16113,Appartement,155545.88235294117
16113,Maison,629382.0849514563
16114,Maison,92559.6
16116,Maison,148500.0
16118,Maison,40000.0
16119,Maison,128420.80645161291
16120,Maison,208208.33333333334
16121,Maison,123000.0
16122,Maison,57850.0
16123,Maison,119600.0
16124,Maison,93512.86363636363
16125,Maison,91208.33333333333
16127,Maison,152558.75
16128,Maison,49408.0
16130,Maison,92229.88888888889
16131,Maison,99941.17647058824
16132,Maison,139420.0
16133,Maison,108894.8
16134,Maison,147861.1
16135,Maison,109000.0
16136,Maison,155417.41176470587
16137,Maison,81500.0
16138,Appartement,78112.22222222222
16138,Maison,253208.25
16140,Maison,135000.0
16141,Maison,86029.37928571428
16142,Maison,107833.33333333333
16143,Maison,151522.3076923077
16144,Maison,103951.85714285714
16145,Maison,201717.0
16146,Maison,203215.45714285714
16147,Maison,131720.0
16148,Maison,134695.94444444444
16150,Maison,204073.69696969696
16151,Maison,226222.14285714287
16152,Maison,142827.77777777778
16153,Appartement,100000.0
16153,Maison,202011.33333333334
16154,Appartement,146182.35294117648
16154,Maison,164654.4825882353
16155,Maison,159195.0
16157,Maison,101142.85714285714
16158,Maison,233779.75
16160,Maison,148000.0
16161,Maison,114200.0
16162,Maison,259225.0
16163,Appartement,64000.0
16163,Maison,143209.04733333332
16164,Maison,179102.11764705883
16165,Appartement,110000.0
16165,Maison,179500.0
16166,Appartement,96278.96
16166,Maison,178369.4935064935
16167,Appartement,667032.1764705882
16167,Maison,196686.7441860465
16168,Maison,160680.0
16169,Maison,200863.53636363635
16170,Maison,177597.0
16171,Maison,246678.18181818182
16173,Maison,127000.0
16174,Maison,288203.0
16175,Maison,142738.46153846153
16176,Maison,147614.57142857142
16177,Maison,186675.0
16178,Maison,199400.0
16180,Maison,326001.28571428574
16181,Maison,76886.17647058824
16182,Maison,120185.35714285714
16183,Maison,252308.33333333334
16185,Maison,15000.0
16186,Maison,457447.25
16187,Maison,181546.23684210525
16188,Maison,218355.7
16189,Maison,128461.66666666667
16190,Maison,119300.2
16191,Maison,77166.66666666667
16192,Maison,97825.64
16193,Maison,106142.85714285714
16194,Maison,99233.33333333333
16195,Maison,141262.5
16196,Appartement,115000.0
16196,Maison,130899.04
16197,Maison,58666.666666666664
16198,Maison,203780.0
16199,Maison,176394.19047619047
16200,Maison,103250.0
16203,Maison,153000.0
16204,Maison,180841.70500000002
16205,Maison,114320.78947368421
16206,Appartement,131111.11111111112
16206,Maison,120843.31428571428
16207,Maison,106470.47619047618
16208,Maison,155599.5
16209,Maison,125600.0
16210,Maison,213838.92857142858
16211,Maison,116000.0
16212,Maison,128278.8
16213,Maison,113404.0
16215,Maison,135093.75
16216,Maison,127776.92307692308
16217,Appartement,126810.0
16217,Maison,185506.31578947368
16218,Maison,229481.0909090909
16220,Maison,220405.33333333334
16221,Maison,189480.44444444444
16222,Maison,443753.3333333333
16223,Appartement,200400.0
16223,Maison,142400.1489361702
16224,Maison,154176.0
16225,Maison,98032.0
16226,Maison,119734.31818181818
16227,Appartement,119267.0
16227,Maison,106454.0
16229,Maison,99044.375
16230,Appartement,140000.0
16230,Maison,203140.63414634147
16231,Maison,141557.0
16232,Maison,178449.8260869565
16233,Maison,170765.38461538462
16234,Maison,240555.55555555556
16236,Maison,165949.7105263158
16237,Maison,77333.33333333333
16238,Maison,101000.0
16239,Maison,84442.9625
16241,Maison,155483.57142857142
16242,Maison,133323.9411764706
16243,Maison,247026.08695652173
16244,Appartement,93993.33333333333
16244,Maison,168707.2619047619
16245,Maison,77480.76923076923
16246,Maison,335225.0
16248,Maison,26000.0
16249,Maison,55732.22222222222
16250,Maison,91000.0
16251,Maison,140400.0
16252,Maison,157000.0
16253,Maison,146302.1
16254,Maison,187666.66666666666
16255,Maison,251575.66666666666
16256,Maison,270664.0
16258,Maison,102509.09090909091
16260,Maison,78500.0
16261,Maison,125125.0
16263,Maison,270893.0
16264,Maison,169356.08333333334
16267,Maison,123000.0
16268,Maison,79127.5
16269,Maison,168517.16666666666
16270,Maison,86408.70588235294
16271,Maison,203632.74783783784
16272,Maison,201632.22222222222
16273,Maison,262823.4
16275,Maison,98200.0
16276,Maison,169070.57142857142
16277,Maison,242149.07142857142
16279,Maison,135198.75
16280,Maison,210063.61290322582
16281,Appartement,120636.84210526316
16281,Maison,159376.15476190476
16282,Maison,112377.77777777778
16283,Maison,237785.7142857143
16285,Maison,183290.0
16286,Appartement,117000.0
16286,Maison,169768.2
16287,Appartement,263157.0
16287,Maison,183230.8780487805
16289,Maison,187554.97749999998
16290,Maison,251332.14285714287
16291,Appartement,112234.26666666666
16291,Maison,168462.36111111112
16292,Appartement,109650.0
16292,Maison,118331.68181818182
16293,Maison,243736.36363636365
16295,Maison,166929.88888888888
16297,Maison,191070.0166666667
16298,Maison,226300.0
16300,Maison,125798.82214285714
16301,Maison,77161.25
16302,Maison,100000.0
16303,Maison,412666.6666666667
16304,Maison,298480.76923076925
16306,Maison,177478.0
16307,Maison,259010.0
16308,Appartement,98000.0
16308,Maison,112837.93103448275
16310,Maison,89571.42857142857
16312,Maison,210445.45454545456
16316,Maison,265186.9375
16317,Maison,88814.57142857143
16318,Maison,132072.33333333334
16320,Maison,112318.44444444444
16321,Maison,92800.0
16323,Maison,73666.66666666667
16325,Maison,191426.0
16326,Maison,80000.0
16329,Maison,80295.0
16330,Maison,185580.26086956522
16331,Maison,7956.52
16334,Maison,94881.25
16335,Maison,87333.33333333333
16336,Maison,70641.66666666667
16337,Maison,72891.66666666667
16338,Maison,269515.75
16339,Maison,112209.3
16340,Maison,207424.06785714286
16341,Appartement,338913.347826087
16341,Maison,150752.31578947368
16342,Maison,183160.0
16343,Maison,359933.3333333333
16345,Maison,76500.0
16346,Maison,276191.0
16347,Maison,192330.38461538462
16348,Maison,142683.33333333334
16349,Maison,114250.0
16350,Maison,127239.64090909091
16352,Maison,174656.0
16353,Maison,117932.22263157894
16354,Maison,118666.66666666667
16355,Maison,229138.46153846153
16356,Maison,331750.0
16357,Maison,200000.0
16358,Appartement,276907.77777777775
16358,Maison,215619.67898989897
16359,Maison,157050.0
16360,Maison,170000.0
16361,Maison,104846.875
16362,Appartement,56000.0
16362,Maison,328229.55555555556
16363,Maison,113206.5
16364,Maison,76000.0
16365,Maison,169000.0
16366,Maison,215475.0
16368,Maison,201076.3125
16369,Maison,209822.5
16370,Maison,122042.04466666667
16372,Maison,128000.0
16373,Maison,93918.85714285714
16374,Appartement,82535.71428571429
16374,Maison,169639.43
16375,Maison,84577.5
16377,Maison,199857.14285714287
16378,Maison,135061.5
16379,Appartement,125581.0
16379,Maison,192259.62162162163
16380,Maison,159325.0
16381,Maison,135579.5
16382,Maison,204577.83333333334
16383,Maison,153695.0
16384,Appartement,59400.0
16384,Maison,113475.0
16385,Maison,172222.5
16387,Maison,208090.92307692306
16388,Maison,239875.37285714285
16389,Maison,47083.0
16390,Maison,135916.66666666666
16392,Maison,111750.0
16393,Appartement,415000.0
16393,Maison,150530.48166666666
16395,Maison,141130.33333333334
16396,Maison,151778.0
16397,Maison,154565.54545454544
16398,Maison,79512.5
16399,Maison,731884.4444444445
16400,Maison,195479.38888888888
16401,Maison,245000.0
16402,Maison,150000.0
16403,Maison,250319.38461538462
16404,Maison,146506.0
16405,Maison,155000.0
16406,Maison,182860.54
16408,Maison,130812.5
16409,Maison,97940.0
16412,Maison,75220.0
16413,Maison,184363.07692307694
16414,Maison,55666.666666666664
16415,Maison,172442.60869565216
16416,Maison,143042.85714285713
16418,Maison,202659.8620689655
16419,Maison,46250.0
16420,Maison,138100.0
16421,Maison,165579.25
16422,Maison,214462.5
16423,Appartement,39823.0
16423,Maison,136046.0
16424,Maison,158500.0
16425,Maison,173250.0
17002,Maison,129750.0
17003,Maison,298034.76923076925
17004,Maison,622805.0
17005,Maison,151333.33333333334
17006,Maison,145000.0
17007,Maison,382000.0
17008,Appartement,400000.0
17008,Maison,304534.03846153844
17009,Maison,293315.3846153846
17010,Appartement,225328.57142857142
17010,Maison,524899.4
17011,Maison,171387.0
17012,Maison,155500.0
17013,Maison,86916.66666666667
17015,Maison,205035.75
17016,Appartement,277000.0
17016,Maison,102820.77777777778
17017,Maison,141493.10307692306
17018,Maison,179590.625
17019,Maison,571149.6395348837
17020,Maison,111500.0
17021,Appartement,134218.27272727274
17021,Maison,304525.40625
17022,Maison,235881.25
17023,Maison,90700.0
17024,Appartement,115000.0
17024,Maison,124512.375
17025,Maison,204430.7142857143
17026,Maison,160133.33333333334
17027,Maison,188400.0
17028,Appartement,304031.43956043955
17028,Maison,455274.251827957
17029,Maison,160000.0
17030,Maison,254938.46153846153
17031,Maison,168500.0
17032,Maison,233683.84615384616
17033,Maison,142555.55555555556
17034,Maison,252599.23076923078
17035,Maison,105984.25
17036,Maison,261203.07692307694
17037,Maison,70512.5
17038,Maison,138099.23076923078
17039,Maison,1007536.75
17041,Maison,272162.64285714284
17042,Maison,190890.0
17043,Maison,179173.6
17044,Maison,203645.0
17045,Maison,218352.0588235294
17046,Maison,183516.66666666666
17047,Maison,123077.5
17048,Maison,145756.0
17050,Maison,132000.0
17051,Appartement,525000.0
17051,Maison,955918.938271605
17052,Maison,158551.81818181818
17053,Maison,184953.14285714287
17054,Maison,141238.33333333334
17055,Maison,228572.0
17056,Maison,160787.5
17057,Maison,196437.5
17058,Appartement,105252.0
17058,Maison,233094.1552542373
17059,Maison,479637.64705882355
17060,Maison,161838.33333333334
17061,Maison,204910.0
17062,Maison,143000.0
17063,Maison,192899.83333333334
17064,Appartement,136300.0
17064,Maison,439998.7419354839
17065,Maison,252139.84375
17066,Maison,181125.0
17067,Maison,118333.33333333333
17068,Maison,107875.0
17069,Maison,155578.125
17070,Maison,128007.69230769231
17071,Maison,155836.26666666666
17072,Appartement,65000.0
17072,Maison,132345.7142857143
17073,Maison,182086.68181818182
17074,Maison,205107.84615384616
17075,Maison,211885.9090909091
17076,Maison,224118.0
17077,Maison,227615.72727272726
17078,Maison,267133.3333333333
17079,Appartement,128539.6
17079,Maison,235755.17857142858
17080,Maison,234751.81818181818
17081,Maison,127291.75
17082,Maison,141050.0
17083,Maison,236945.0
17084,Maison,132551.7142857143
17085,Maison,158160.0
17086,Appartement,121176.66666666667
17086,Maison,186960.46078947367
17087,Maison,240247.5
17089,Maison,180159.79461538463
17091,Appartement,260000.0
17091,Maison,224041.28161290323
17093,Appartement,193500.0
17093,Maison,332177.39215686277
17094,Appartement,285296.27419354836
17094,Maison,536676.0689655172
17095,Maison,370000.0
17096,Maison,124000.0
17097,Maison,279140.5238095238
17098,Appartement,134833.33333333334
17098,Maison,253505.75
17099,Maison,126698.72222222222
17100,Maison,166066.42857142858
17101,Maison,116258.33333333333
17102,Maison,205531.4705882353
17104,Maison,201051.84615384616
17105,Maison,79450.0
17106,Maison,153997.77777777778
17107,Maison,249681.08695652173
17108,Maison,193333.88888888888
17109,Appartement,212000.0
17109,Maison,372902.68
17110,Maison,101576.92307692308
17111,Maison,143526.26666666666
17112,Maison,247758.45684210525
17113,Maison,165425.07857142857
17114,Maison,376000.0
17115,Maison,224011.14285714287
17116,Maison,120000.0
17117,Maison,143000.0
17118,Maison,224690.5
17119,Maison,277209.4738461539
17120,Appartement,103000.0
17120,Maison,196762.87096774194
17121,Appartement,440000.0
17121,Maison,674849.5333333333
17122,Maison,170437.5
17124,Maison,158516.66666666666
17125,Maison,116820.0
17126,Maison,52500.0
17127,Appartement,89102.94117647059
17127,Maison,224619.0
17128,Maison,164043.92857142858
17129,Maison,74066.66666666667
17130,Maison,141600.0
17131,Appartement,210181.81818181818
17131,Maison,252609.53333333333
17132,Maison,178656.38461538462
17133,Appartement,580160.0
17133,Maison,194018.66666666666
17134,Maison,250233.33333333334
17135,Maison,146333.33333333334
17136,Maison,305527.5
17137,Maison,104333.33333333333
17138,Maison,114292.66666666667
17139,Maison,181811.25
17140,Appartement,129648.33333333333
17140,Maison,326283.4954954955
17141,Maison,184162.28125
17142,Appartement,169381.3125
17142,Maison,425593.6818181818
17143,Appartement,147875.0
17143,Maison,209322.18181818182
17145,Maison,271910.5263157895
17146,Appartement,136105.7142857143
17146,Maison,356288.50921568624
17147,Maison,237484.52173913043
17148,Maison,249250.0
17150,Maison,160131.11111111112
17151,Maison,233975.64516129033
17152,Maison,211935.26470588235
17153,Maison,275730.5925925926
17154,Maison,236457.14285714287
17155,Appartement,210500.0
17155,Maison,288572.6307692308
17156,Maison,115000.0
17157,Maison,45000.0
17158,Maison,263668.9115384616
17159,Maison,137666.66666666666
17160,Maison,233020.0
17161,Appartement,262100.0
17161,Maison,857872.2876712328
17162,Maison,265268.5833333333
17163,Maison,149166.66666666666
17164,Maison,248288.05555555556
17165,Maison,111200.0
17166,Maison,229826.4705882353
17167,Maison,182175.83333333334
17168,Appartement,220290.47619047618
17168,Maison,375048.7521367521
17171,Maison,200857.14285714287
17172,Appartement,76666.66666666667
17172,Maison,200071.44186046513
17173,Maison,105842.90909090909
17174,Maison,171781.25
17175,Maison,153160.0
17176,Maison,53166.666666666664
17177,Maison,137333.66666666666
17179,Appartement,149425.0
17179,Maison,223121.11111111112
17180,Maison,156153.33333333334
17181,Maison,172100.0
17182,Maison,152007.14285714287
17183,Appartement,1500.0
17183,Maison,325478.875
17184,Maison,229076.92307692306
17185,Maison,187246.5625
17186,Maison,229400.38461538462
17187,Maison,259017.65714285715
17188,Maison,178486.3
17190,Appartement,191273.25
17190,Maison,462431.2121212121
17191,Maison,173833.33333333334
17192,Maison,167244.0
17193,Maison,309243.02078947367
17194,Maison,333780.73170731706
17195,Maison,70000.0
17196,Maison,204718.18181818182
17197,Appartement,198263.63636363635
17197,Maison,165192.5625
17198,Maison,153866.66666666666
17199,Maison,168224.0
17200,Appartement,212952.77777777778
17200,Maison,498593.9288888889
17201,Maison,277000.0
17202,Maison,128000.0
17203,Maison,144979.0
17204,Maison,278674.6875
17205,Maison,152935.0
17206,Maison,94958.57142857143
17207,Appartement,600000.0
17207,Maison,974129.2592592592
17208,Maison,272530.55555555556
17209,Maison,208283.33333333334
17210,Appartement,128400.0
17210,Maison,118034.59999999999
17211,Maison,139958.61538461538
17212,Maison,178406.66666666666
17213,Maison,126666.66666666667
17214,Maison,172333.33333333334
17216,Maison,182533.125
17217,Maison,172285.7142857143
17218,Appartement,112535.75
17218,Maison,194729.07954545456
17219,Appartement,286495.5
17219,Maison,257884.1359223301
17220,Maison,180994.0
17221,Maison,178590.375
17222,Appartement,230000.0
17222,Maison,526999.9466666667
17223,Maison,132357.33333333334
17224,Appartement,114187.5
17224,Maison,129419.36878048781
17225,Appartement,172431.3114285714
17225,Maison,284711.31550458714
17226,Maison,190391.66666666666
17228,Appartement,213208.33333333334
17228,Maison,321395.0425531915
17229,Maison,299280.0
17230,Appartement,224688.09523809524
17230,Maison,306431.9260869565
17231,Maison,212553.33333333334
17232,Appartement,159400.0
17232,Maison,165335.4411764706
17233,Maison,219604.33333333334
17234,Maison,208300.0
17235,Maison,94918.125
17236,Appartement,60766.666666666664
17236,Maison,279772.1724137931
17237,Maison,222289.0909090909
17239,Maison,148250.0
17240,Appartement,216765.52380952382
17240,Maison,174077.74285714285
17241,Appartement,220000.0
17241,Maison,167860.0928
17242,Maison,166608.33333333334
17243,Appartement,30000.0
17243,Maison,102478.5294117647
17244,Appartement,35000.0
17244,Maison,249342.8371428571
17245,Maison,264600.0
17246,Appartement,67000.0
17246,Maison,177558.92307692306
17247,Maison,284674.6666666667
17248,Appartement,85200.0
17248,Maison,202794.2857142857
17250,Maison,135815.63636363635
17252,Maison,266000.0
17253,Appartement,230000.0
17253,Maison,212725.92592592593
17254,Maison,113428.57142857143
17255,Maison,211692.85714285713
17256,Maison,151846.15384615384
17257,Maison,83188.88888888889
17258,Maison,155214.2857142857
17259,Maison,480000.0
17260,Maison,183000.0
17261,Maison,109200.0
17262,Maison,188637.36842105264
17263,Appartement,145000.0
17263,Maison,92379.72222222222
17264,Appartement,211575.0
17264,Maison,470240.7323943662
17265,Appartement,91000.0
17265,Maison,234536.31578947368
17266,Maison,203837.77777777778
17267,Maison,241446.7619047619
17268,Maison,195680.0
17269,Maison,144552.35294117648
17270,Maison,142317.46153846153
17271,Maison,175529.4
17273,Maison,148923.07692307694
17274,Appartement,326511.5925925926
17274,Maison,460825.6950574712
17275,Maison,337247.6923076923
17277,Maison,131836.36363636365
17278,Maison,190674.07142857142
17279,Maison,177581.25
17280,Maison,292549.0909090909
17281,Maison,94000.0
17282,Maison,245799.16666666666
17283,Appartement,198777.77777777778
17283,Maison,150329.60240963855
17284,Appartement,188000.0
17284,Maison,230957.22727272726
17285,Maison,234509.5652173913
17286,Appartement,310000.0
17286,Maison,1761021.9366666668
17287,Maison,99050.0
17288,Maison,139375.0
17289,Maison,257533.33333333334
17290,Maison,300540.0
17291,Appartement,191498.73588235292
17291,Maison,391483.91655172413
17292,Maison,270596.5
17293,Maison,213006.36363636365
17295,Maison,166850.0
17296,Maison,180431.07555555555
17297,Appartement,326250.0
17297,Maison,836251.1960784313
17298,Maison,167611.11111111112
17299,Appartement,184930.1738790932
17299,Maison,228203.2162162162
17300,Appartement,288416.00376647833
17300,Maison,530871.3328014843
17301,Maison,29000.0
17302,Maison,201470.0
17303,Maison,153055.0
17304,Maison,185350.0
17305,Maison,157833.33333333334
17306,Appartement,251651.17866666667
17306,Maison,391301.465088968
17307,Maison,324171.3888888889
17308,Appartement,285000.0
17308,Maison,264873.2173913043
17309,Maison,119554.58333333333
17310,Maison,192043.56185185185
17311,Appartement,125333.33333333333
17311,Maison,280139.025
17312,Maison,147923.1692307692
17313,Maison,316545.8333333333
17314,Maison,148408.33333333334
17315,Maison,251925.05555555556
17316,Appartement,178000.0
17316,Maison,163700.0
17317,Maison,190750.99599999998
17318,Appartement,150000.0
17318,Maison,631032.1428571428
17319,Maison,65000.0
17320,Maison,241800.0
17321,Maison,191500.0
17322,Maison,191803.0
17323,Appartement,149533.0
17323,Maison,289408.5
17325,Maison,221016.66666666666
17326,Maison,102495.0
17327,Maison,174000.0
17328,Appartement,90000.0
17328,Maison,134695.33333333334
17329,Maison,249000.0
17330,Maison,142865.21739130435
17331,Maison,146160.86956521738
17332,Maison,97171.25
17333,Appartement,201195.32268292684
17333,Maison,358719.06746031746
17334,Maison,163225.0
17335,Maison,99500.0
17336,Appartement,120000.0
17336,Maison,264815.35555555555
17337,Appartement,153257.29461538463
17337,Maison,282955.4526896552
17338,Maison,268745.1875
17339,Maison,187753.94736842104
17340,Maison,167646.33333333334
17341,Maison,241594.2857142857
17342,Maison,166620.0
17343,Maison,135000.0
17344,Maison,229656.93333333332
17345,Maison,457339.95
17346,Maison,216308.8108108108
17347,Appartement,154637.4
17347,Maison,153253.00403225806
17348,Maison,183562.5
17349,Maison,226444.97435897434
17350,Maison,123474.73684210527
17351,Appartement,240000.0
17351,Maison,253520.77777777778
17353,Maison,302069.70454545453
17354,Maison,225661.42857142858
17355,Maison,134605.06666666668
17356,Maison,142535.245
17357,Maison,150474.83333333334
17358,Maison,120185.71428571429
17359,Maison,233132.26315789475
17360,Appartement,210000.0
17360,Maison,816334.3353333334
17361,Maison,100000.0
17362,Maison,213190.9090909091
17363,Maison,190468.75
17364,Maison,97000.0
17365,Maison,119785.71428571429
17366,Maison,217066.66666666666
17367,Maison,189625.0
17369,Appartement,318774.90684210527
17369,Maison,1275274.2717391304
17373,Maison,302317.20909090905
17374,Maison,44000.0
17375,Appartement,122000.0
17375,Maison,283096.6666666667
17376,Appartement,250600.0
17376,Maison,352276.51612903224
17377,Maison,189000.0
17378,Maison,57400.0
17379,Maison,38000.0
17380,Appartement,290369.3728813559
17380,Maison,482302.3488495575
17381,Maison,88500.0
17382,Maison,1532584.2105263157
17383,Maison,159783.33333333334
17384,Maison,121673.33333333333
17385,Appartement,192188.19925925924
17385,Maison,330118.38101123594
17386,Appartement,130000.0
17386,Maison,146283.33333333334
17387,Appartement,109000.0
17387,Maison,242977.34615384616
17388,Maison,182148.75
17389,Maison,218057.14285714287
17390,Maison,80003.22666666667
17391,Maison,440269.5483870968
17393,Appartement,120000.0
17393,Maison,192386.80342857144
17394,Maison,699750.0
17395,Appartement,430000.0
17395,Maison,263614.28571428574
17396,Maison,288473.60205882357
17397,Appartement,94333.33333333333
17397,Maison,154023.88333333333
17398,Maison,212000.0
17400,Maison,224791.66666666666
17401,Maison,75000.0
17402,Maison,110833.33333333333
17403,Maison,194180.55555555556
17404,Maison,209650.0
17405,Maison,169007.0
17406,Maison,195138.75
17407,Appartement,220000.0
17407,Maison,322662.3076923077
17408,Maison,204977.0
17409,Appartement,182212.5
17409,Maison,298933.82857142854
17410,Maison,220525.625
17411,Appartement,143903.0
17411,Maison,308845.025
17412,Maison,181213.625
17413,Maison,378859.8888888889
17414,Appartement,200541.66666666666
17414,Maison,362362.3278688525
17415,Appartement,160328.69047619047
17415,Maison,222150.44768447836
17416,Maison,84523.0
17417,Maison,219900.0
17418,Maison,196013.33333333334
17420,Appartement,147000.0
17420,Maison,407059.34586206893
17421,Appartement,224824.45454545456
17421,Maison,261214.61713043478
17422,Maison,130000.0
17424,Maison,194235.66666666666
17425,Appartement,172000.0
17425,Maison,308536.8035714286
17426,Maison,128825.0
17427,Maison,114372.33333333333
17428,Maison,203186.85714285713
17429,Appartement,125000.0
17429,Maison,247551.2068965517
17430,Maison,127250.0
17431,Maison,232191.375
17432,Maison,61325.0
17433,Maison,150625.0
17434,Appartement,239209.34782608695
17434,Maison,216302.60869565216
17435,Maison,117500.0
17436,Maison,184170.58823529413
17437,Maison,411575.0
17438,Maison,176025.33333333334
17439,Maison,154907.61904761905
17440,Maison,129423.07692307692
17441,Maison,206833.78576923074
17442,Maison,233000.0
17443,Maison,326173.8035714286
17444,Appartement,184500.0
17444,Maison,189423.5294117647
17445,Maison,204001.16666666666
17446,Maison,141611.4
17447,Maison,216584.4090909091
17448,Appartement,107000.0
17448,Maison,171016.66666666666
17449,Appartement,270156.5306122449
17449,Maison,287145.358490566
17450,Maison,110000.0
17451,Maison,164237.84615384616
17452,Appartement,282874.95454545453
17452,Maison,335729.8532307692
17453,Maison,256336.29249999998
17454,Maison,142437.5
17455,Maison,195165.47368421053
17457,Maison,190696.52173913043
17459,Maison,89267.85714285714
17460,Maison,224312.1052631579
17461,Appartement,187678.55074626865
17461,Maison,480011.71309734514
17462,Maison,201817.0
17463,Maison,257896.15384615384
17465,Appartement,56000.0
17465,Maison,1117575.9090909092
17466,Appartement,165000.0
17466,Maison,296656.52173913043
17467,Maison,214704.6
17468,Maison,136927.45454545456
17469,Maison,331785.71428571426
17470,Maison,152000.0
17471,Maison,390562.5
17472,Maison,277287.5
17473,Maison,128600.0
17474,Maison,144564.61538461538
17476,Maison,130528.57142857143
17477,Maison,117408.0
17478,Maison,260000.0
17479,Maison,103000.0
17480,Maison,175769.77777777778
17481,Maison,227500.0
17482,Maison,226866.75
17483,Maison,377793.4375
17484,Appartement,111000.0
17484,Maison,215210.04761904763
17485,Appartement,97250.0
17485,Maison,384946.73913043475
17486,Appartement,144580.0
17486,Maison,477353.71428571426
18001,Maison,89833.33333333333
18002,Maison,49666.666666666664
18003,Maison,110682.75862068965
18004,Appartement,115000.0
18004,Maison,129166.66666666667
18005,Maison,251250.0
18006,Maison,98416.66666666667
18008,Maison,178850.0
18009,Maison,63500.0
18010,Maison,55652.0
18011,Appartement,65100.0
18011,Maison,113400.3870967742
18012,Maison,92520.0
18013,Maison,113500.0
18014,Maison,126750.0
18015,Appartement,113165.92592592593
18015,Maison,125944.44444444444
18016,Maison,168740.78
18017,Maison,89616.2
18018,Appartement,80000.0
18018,Maison,142900.37037037036
18019,Maison,67503.57142857143
18020,Maison,127825.0
18021,Maison,68695.625
18022,Maison,68500.0
18023,Maison,136013.75
18024,Maison,57550.0
18025,Maison,71333.33333333333
18026,Maison,144802.9411764706
18027,Maison,94481.33333333333
18028,Maison,192250.0
18029,Maison,92960.0
18030,Appartement,30000.0
18030,Maison,120518.18181818182
18031,Maison,60632.142857142855
18032,Maison,137961.42857142858
18033,Appartement,181756.72264255912
18033,Maison,173964.6899196787
18034,Maison,41500.0
18035,Maison,175403.57142857142
18036,Maison,100465.38461538461
18037,Appartement,141000.0
18037,Maison,161235.29411764705
18038,Maison,58710.666666666664
18039,Maison,135000.0
18040,Maison,127666.66666666667
18041,Maison,70333.33333333333
18042,Maison,73375.0
18043,Maison,45500.0
18044,Maison,77200.0
18045,Maison,73925.0
18046,Maison,156600.0
18047,Maison,109100.0
18048,Maison,91412.5
18049,Maison,142260.0
18050,Maison,191059.51612903227
18051,Maison,71200.0
18052,Appartement,65000.0
18052,Maison,130443.75
18053,Maison,67531.33333333333
18054,Maison,86270.0
18055,Appartement,23750.0
18055,Maison,74867.39130434782
18056,Maison,73381.81818181818
18057,Appartement,67541.66666666667
18057,Maison,83471.29166666667
18058,Appartement,39000.0
18058,Maison,53446.675
18059,Appartement,112075.0
